class-att,fix,hack,should,todo,workaround
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,4.66005,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,2.549748,2.752831,0
1,0,0,0,0,0
1,0,0,2.549748,0,0
1,0,0,0,0,0
1,0,4.66005,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.549748,0,0
1,0,0,0,0,0
1,0,0,2.549748,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,3.248191,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,5.42155
1,0,0,0,2.752831,0
1,0,0,2.549748,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,2.549748,0,0
1,0,0,2.549748,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,4.66005,0,0,0
1,0,0,0,0,0
1,0,0,2.549748,0,0
1,3.248191,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.549748,0,0
1,0,0,0,2.752831,0
1,0,0,0,4.363134,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.549748,2.752831,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
1,0,0,0,0,0
1,0,0,0,2.752831,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2.549748,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2.549748,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2.549748,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2.549748,0,0
0,0,0,2.549748,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
