SATD	  really dont like this the xml processor still too involved the processing better solution imo would create for project and target too and then process the tree and have projecttarget deal with its attributes similar with description eventually switch add support for dom things will work smoothly can avoided almost completely could still created demand for backward compatibility 
SATD	 junit wraps solo tests this way can extract the original test name with little  
SATD	  ignore attributes different maybe store them 
SATD	 borrowed from tokenfiltertest 
SATD	  move project shared all helpers 
SATD	 what the property supposed 
SATD	  for anttype value anttype component name which can namespaced need extract the name and convert from qualified name uriname 
SATD	 theres convenient xsltc class version but data are private use package information 
SATD	 stolen from the xercesj team which ascii characters need escaped 
SATD	 bingo append this should normally not done here 
SATD	 this faintly ridiculous 
SATD	 cannot remove underscores due protected visibility 
SATD	  not read yet public setter 
SATD	 not know what the object class has multiple defines but this for logging only 
SATD	 not sure what could the need this 
SATD	  jon skeet any reason for writing message and then using bare runtimeexception rather than just using buildexception here case the message could end being written loggers the loggers could have failed created due this failure 
SATD	 experimentaltesting will removed 
SATD	  should instead make new protectiondomain with codesource corresponding containertouritourl and the same had 
SATD	 this really irritating need way set stuff 
SATD	  all this convert source destination directory according weblogic standards can written better this too y 
SATD	 silly  avoid stack overflow 
SATD	 access property tables this used support ant call and similar tasks should deprecated possible use better more efficient mechanism preserve the context 
SATD	  should throw exception instead 
SATD	 temporary until figure better api 
SATD	 there better way save the context this shouldnt delegate next its for backward compatibility only 
SATD	 quick fix for antjava use property before initializing the project 
SATD	  should use jcvs wwwicecomjcvs instead command line execution that dont rely having native cvs stuff around 
SATD	 two reasons are mentioned the api docs for filelist dir not directory this impossible wouldnt get here this case error occurred why doesnt throw exception then 
SATD	 jakarta commons logging listener note not use the simplelog your logger implementation causes infinite loop since writes systemerr which ant traps and reroutes the loggerlistener layer the following names are used for the log for project events for target events for events individual targets all target and project names replace and with  should use the advanced context logging features and expose them first  this very inefficient switching the out and tracking the logs can optimized lot but may require few more changes the core since ant 
SATD	  using taskname here brittle user could override this should probably modified use the classname instead 
SATD	 these are pathological cases but retained case somebody subclassed 
SATD	 this rather hairy case one our subclasses knows that need update the archive but the same time there are resources known that would need added only the subclass seems know whats going this happens jar detects that the manifest has changed for example the manifest not part any resources because our support for inline manifests invoke createemptyzip like ant did well loose all stuff that has been the original archive bugzilla report 
SATD	 this deprecated use classespath the future 
SATD	  this array stuff remnant prev trials gotta remove 
SATD	 set the number milliseconds leeway give before deciding target out date  this not yet used param granularity the granularity used decide target out date 
SATD	 this may change add advanced parsing capabilities 
SATD	 assume that every output jikes does stands for errorwarning  this correct 
SATD	 the line below  the system must uri but not cleat get the uri resource just set the name the resource system 
SATD	  what the following doing should run javadoc executable null 
SATD	 mac and previous  have idea how get someone must fix 
SATD	  nothing appears read this but set using public setter 
SATD	  are committing combiningchar and extender here 
SATD	  failed load the class properly should print warning here 
SATD	  could perhaps also call threadstop not sure anyone cares 
SATD	  perhaps shouldnt use properties for these three options emacs mode warnings and pedantic but include the javac directive 
SATD	  maybe use reflection addpathelement other patterns 
