SATD	  turn into parameter 
SATD	  should this just call super 
SATD	  improve this 
SATD	  contenttype andor dataencoding belong httpsampleresult instead 
SATD	  needs more work 
SATD	 maybe move vector problems occur 
SATD	  this method doesnt appear used 
SATD	  this really necessary 
SATD	 programming error bail out 
SATD	  should this throw error 
SATD	 houston have problem 
SATD	  replace with proper exception 
SATD	  charset  this should really request data but there none 
SATD	 milliseconds  properties 
SATD	  move jorphanutils 
SATD	 needs implement visualizer that testbeangui can find the correct gui class 
SATD	 can null not sure why 
SATD	  implement other nontext types 
SATD	  this not populated currently 
SATD	 needs implement visualizer that testbeangui can find the correct gui class  remove unsharedcomponent probably does not make sense for testbean 
SATD	 nonnls  use different format here 
SATD	 notused long longsample getsamples load each node 
SATD	 this can lead code smell meh care 
SATD	  this ever used 
SATD	  this the best way this 
SATD	 all keys messagesproperties are lowercase historical reasons 
SATD	 not used protected double data null 
SATD	  this more efficiently 
SATD	  should this use setfirst 
SATD	 dom tree panel for display response tree view author maunga  implement find any nodes the tree using treepath 
SATD	  does this method need public isnt currently called outside this class 
SATD	 does the system support unc paths may need fix them later 
SATD	 not used 
SATD	  should this indeterminate  should this indeterminate nonnls nonnls 
SATD	  skip processing 
SATD	  should allow null for nonprimitive types 
SATD	  not sure this the best method 
SATD	  this needed 
SATD	  should call start and stop 
SATD	  believe the following code the end the method obsolete since namepanel longer seems the gui for any component 
SATD	 method broken anyway 
SATD	  this sensible number nonnls 
SATD	  work out how search the xml pane 
SATD	  this sensible 
SATD	 should return fragment text rather than text fragment 
SATD	 not clear what can cause this conflicting versions perhaps 
SATD	  replace with proper exception return with error 
SATD	  validate contenttype for reasonable types 
SATD	 mask values for testtype  remove either match contains they are mutually exckusive 
SATD	  ought filechooser 
SATD	 allow jmeter render frames and relative images must done after setcontenttype why 
SATD	  this used apart from test code 
SATD	  should this cleardata 
SATD	 provide description this timer class  this ever used cant remember where remove isnt  obtain text from beans displayname shortdescription return the description this timer class 
SATD	 provide dummy implementations suppress download and display related resources frames images  create better dummy displays  suppress link somehow 
SATD	  should this jtlsaver only seems called 
SATD	  make the running indicator its own class instead jbutton 
SATD	 child and tpc does not sample its children then will have this  should this warn level 
SATD	 nonnls agrees with above  perhaps should share code with time function for this nonnls nonnls nonnls nonnls 
SATD	  allow automated tests find when test has ended transient boolean testended false 
SATD	  could these done earlier just once 
SATD	  resolve modulecontrollers non gui mode 
SATD	 add system property samplers can check see jmeter running nongui mode nonnls  why does create new instance 
SATD	 should run beanshell script startup nonnls 
SATD	 little  add each listener the start the list this ensures that the thread running the show the first listener and can modify certain values before other listeners are called 
SATD	  move this components the only reason why its core because its used guinea pig couple tests 
SATD	  this bit code needs tidied unfortunately modulecontroller components not core bug 
SATD	  this class looks lot like argumentspanel what exactly the difference could they combined note seems that this class not actually used 
SATD	  does not appear used 
