1, JavaDoc, /*      * Returns the default instance of the particular type of toolchain, can return <code>null</code>     * if not applicable.     * TODO keep around??     * */
1, Block, /*                      * TODO Extensions like Flex Mojos use custom scopes like "merged", "internal", "external", etc. In                     * order to don't break backward-compat with those, only warn but don't error out.                      */
1, JavaDoc, /*      * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by     *       {@link #getVersionRangeViolation(int)} but it's not used like that in     *       DefaultLegacyArtifactCollector      */
1, Line, //  it's the building of the grandchild project, having already cached the child project   (but not the parent project), which causes the problem. 
1, Line, //  TODO I would like to get rid of this. jvz. 
1, Block, /*          * NOTE: This should be considered a quirk to support interop with Maven's legacy ArtifactDeployer which         * processes one artifact at a time and hence cannot associate the artifacts from the same project to use the         * same timestamp+buildno for the snapshot versions. Allowing the caller to pass in metadata from a previous         * deployment allows to re-establish the association between the artifacts of the same project.          */
1, Line, //  TODO I'm really wondering where this method belongs; smells like it should be on MavenProject, but for some   reason it isn't ? This localization is kind-of a code smell. 
1, Line, //  TODO: hack because metadata isn't generated in m2e correctly and i want to run the maven i have in the 
1, Line, //  TODO this does not belong here. 
1, Line, //  this is FOUL!          snapshotArtifact.isSnapshot(); 
1, Line, //  NOTE: There's java.nio.charset.MalformedInputException and sun.io.MalformedInputException 
1, JavaDoc, /*      * Derive the path portion of the given URL.     *     * @param url the repository URL     * @return the basedir of the repository     * TODO need to URL decode for spaces?      */
1, Line, // TODO restore these if it makes sense 
1, Line, //  TODO could the configuration be passed to lookup and the configurator known to plexus via the descriptor   so that this method could entirely be handled by a plexus lookup? 
1, Line, // TODO error reporting 
1, Line, //  TODO This replacing shouldn't be necessary as user.home should be in the 
1, Line, //  TODO currently this is first wins, but really we should take the latest by comparing either the   snapshot timestamp, or some other timestamp later encoded into the metadata.   TODO this needs to be repeated here so the merging doesn't interfere with the written metadata    - we'd be much better having a pristine input, and an ongoing metadata for merging instead 
1, Line, //  TODO what about wildcards? Just specifying groups? versions? 
1, Line, //  TODO Use StringUtils here 
1, Line, //  TODO From a concurrency perspective, this class is not good. The combination of mutable/immutable state is not nice 
1, Line, //  TODO we probably want to warn the user that he is building an artifact with   different values than in dependencyManagement 
1, Line, //  ---------------------------------------------------------------------------------   I'm not sure if this last regexp was really intended to disallow the usage of   network paths as user.home directory. Unfortunately it did. I removed it and   have not detected any problems yet.   ---------------------------------------------------------------------------------   path = path.replaceAll( "//", "/" ); 
1, Line, //  TODO better way than static? this might hide messages in a reactor 
1, JavaDoc, /*  * This exception is thrown if an application attempts to attach * two of the same artifacts to a single project. * * @author pgier * @author jdcasey * TODO Make this a checked exception, and modify the API of MavenProjectHelper. * Currently, this modification would create compatibility problems for existing plugins.  */
1, Line, // TODO lifecycles being executed  TODO what runs in each phase  TODO plugins that need downloading  TODO project dependencies that need downloading  TODO unfortunately the plugins need to be downloaded in order to get the plugin.xml file. need to externalize this        from the plugin archive.  TODO this will be the class that people get in IDEs to modify 
1, Block, /*          * NOTE: For plugins that depend on other plugin artifacts the plugin realm contains more than one plugin         * descriptor. However, only the first descriptor is of interest.          */
1, Line, //  TODO not sure about this here, and may want a getLog on here as well/instead 
1, Line, //  TODO Does this check need to happen here? Had to add the same call   below when we iterate on child nodes -- will that suffice? 
1, Line, //  TODO MNG-5766 changes likely made this redundant 
1, Line, //  TODO Move this to plexus-utils' PathTool. 
1, Line, //  go find the version. This is a total hack. See previous comment. 
1, Block, /*          * NOTE: This is primarily to keep backward-compat with Maven 2.x which did not validate that dependencies are         * unique within a single POM. Upon multiple declarations, 2.x just kept the last one but retained the order of         * the first occurrence. So when we're in lenient/compat mode, we have to deal with such broken POMs and mimic         * the way 2.x works. When we're in strict mode, the removal of duplicates just saves other merging steps from         * aftereffects and bogus error messages.          */
1, Line, //  TODO Validate for < 0? 
1, Block, /*          * MNG-4312: We neither have reserved all of the above magic expressions nor is their set fixed/well-known (it         * gets occasionally extended by newer Maven versions). This imposes the risk for existing plugins to         * unintentionally use such a magic expression for an ordinary system property. So here we check whether we         * ended up with a magic value that is not compatible with the type of the configured mojo parameter (a string         * could still be converted by the configurator so we leave those alone). If so, back off to evaluating the         * expression from properties only.          */
1, Line, //    This is not ideal but there are events specifically for configuration from the CLI which I don't   believe are really valid but there are ITs which assert the right events are published so this   needs to be supported so the EventSpyDispatcher needs to be put in the CliRequest so that   it can be accessed by configuration processors. 
1, Line, //  TODO could we use a map? Maybe if the parent did that for components too, as this is too vulnerable to 
1, Line, //  TODO current policy is to retain the original version - is this correct, do we need strategies or is that handled elsewhere? 
1, Line, //  TODO The configuration for the lifecycle needs to be externalized so that I can use the annotations properly for the   wiring and reference and external source for the lifecycle configuration. 
1, Line, //  TODO a similar test should be created to test the dependency management (basically all usages   of DefaultModelBuilder.getCache() are affected by MNG-6530 
1, Line, //  TODO shouldn't the versions be merged across relocations? 
1, Line, //  TODO this should not need to be handed off... 
1, Line, //  note this will not be hit for Maven 1.x project.xml as it is an incompatible schema 
1, Line, //  TODO push all common bits back to plexus cli and prepare for transition to Guice. We don't need 50 ways to make CLIs 
1, Line, //  ------------------------------------------------------------------------   Metadata Resolution Exceptions: ArtifactResolutionExceptions   ------------------------------------------------------------------------ 
1, Line, // TODO why is this using the context 
1, Line, //  TODO !![jc; 28-jul-2005] check this; if we're using '-r' and there are aggregator tasks, this will result in weirdness. 
1, Line, //  Validate versions aren't inherited when using parent ranges the same way as when read externally. 
1, Line, //  TODO need to externalize CliRequest 
1, Line, //    We should get a whole slew of dependencies resolving this artifact transitively 
1, Line, //  NOTE: We SHOULD NOT be inheriting status, since this is an assessment of the POM quality.   NOTE: We SHOULD NOT be inheriting relocation, since this relates to a single POM 
1, Line, //  TODO could be more efficient by sorting the list and then moving along the restrictions in order? 
1, Line, //  set the recommended version   TODO maybe its better to just pass the range through to retrieval and use a   transformation? 
1, Line, //    There are too many ConfigurationProcessors so we don't know which one to run so report the error.   
1, Line, //  1.any < 1.1 ? 
1, JavaDoc, /*  * Exception that occurs when an artifact file is used, but has not been resolved. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO it may be better for artifact.getFile() to throw it - perhaps it is a runtime exception?  */
1, Line, //  TODO log message or throw exception? 
1, Block, /*      * NOTE: This exists merely for backward-compat with legacy-style lifecycle definitions and allows configuration     * injection to work instead of failing.      */
1, Line, //  This class needs to stick around because it was exposed the the remote resources plugin started using it instead of   getting the repositories from the project. 
1, Line, //  Maven 2.x quirk: an artifact always points at the local repo, regardless whether resolved or not 
1, Line, //  TODO Optimize; or maybe just rewrite the whole way aggregating mojos are being run. 
1, Block, /*              * NOTE: getId() was added in 3.x and is as such not implemented by plugins compiled against 2.x APIs.              */
1, Line, //  TODO don't catch exception 
1, Line, //  TODO use settings? 
1, Block, /*      * TODO: Whether duplicates should be removed looks like an option for the generated merger.      */
1, Line, // TODO These two tests display a lack of symmetry with respect to the input which is a free form string and the        mojo descriptor which comes back. All the free form parsing needs to be done somewhere else, this is        really the function of the CLI, and then the pre-processing of that output still needs to be fed into        a hinting process which helps flesh out the full specification of the plugin. The plugin manager should        only deal in concrete terms -- all version finding mumbo jumbo is a customization to base functionality        the plugin manager provides. 
1, Line, // TODO this will be the basis of the customizable lifecycle execution so need to figure this out quickly. 
1, Line, //  TODO Use the following two instead of manageArtifact   TODO Remove ResolutionListenerDM interface 
1, Line, //  We have collected all the problems so let's mimic the way the old code worked and just blow up right here.   That's right lets just let it rip right here and send a big incomprehensible blob of text at unsuspecting   users. Bad dog!
1, Line, //  note: see MNG-3454. This causes a problem, but fixing it may break more.
1, Line, //  FIXME: This is hacky. What if module directory doesn't match artifactid, and parent   is coming from the repository?? 
1, Line, //  NOTE: DuplicateArtifactAttachmentException is currently unchecked, so be careful removing this try/catch!   This is necessary to avoid creating compatibility problems for existing plugins that use   MavenProjectHelper.attachArtifact(..). 
1, JavaDoc, /*  * Describes a version transformation during artifact resolution. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO try and refactor to remove abstract main.methods - not particular happy about current design  */
1, JavaDoc, /*      * @return the required dependencies in a specified scope     * TODO the name is not intelligible      */
