1, Line, //  todo if exception 
1, Line, //  IMPORTANT! For async scenario, we must remove context from current thread, so we always create a new RpcContext for the next invoke for the same thread. 
1, Line, //  TODO: 2017/8/30 to move somewhere else better 
1, Line, //  FIXME: now we need to check first, then load 
1, Line, //  TODO Context.SESSIONS is the best option here? (In jetty 9.x, it becomes ServletContextHandler.SESSIONS) 
1, Line, //  TODO move names to Constants 
1, Line, // ignore concurrent problem? 
1, Line, // TODO add this to provider config 
1, Line, //  special treatment of array values was suggested by 'lizongbo' 
1, Line, //  TODO we should leave this setting to slf4j 
1, Line, //  FIXME: when the thread pool is full, SERVER_THREADPOOL_EXHAUSTED_ERROR cannot return properly,   therefore the consumer side has to wait until gets timeout. This is a temporary solution to prevent   this scenario from happening, but a better solution should be considered later. 
1, Line, //  The initial value is null and the midway may be assigned to null, please use the local variable reference 
1, Line, //  FIXME REQUEST_CONTEXT 
1, Line, //  for example, object transported on the wire doesn't implement Serializable 
1, Line, // bug: DUBBO-425 
1, Line, //  FIXME log error message in Codec and handle in caught() of IoHanndler? 
1, Line, // There may be some problem handling chinese (negative number recognition). Ignoring this problem, the backspace key is only meaningfully input in a real telnet program. 
1, Block, /*       This UT is unstable, consider remove it later.      @see https://github.com/apache/dubbo/issues/1787      */
1, Line, //  bug: DUBBO-132 
1, Line, //  TODO do more sophisticated exception handling and output 
1, JavaDoc, /*  * TODO for now kryo serialization doesn't deny classes that don't implement the serializable interface * * <pre> *     e.g. &lt;dubbo:protocol serialization="kryo" /&gt; * </pre>  */
1, Line, //  TODO users can override this mapper, but we just rely on the current priority strategy of resteasy 
1, Line, // FIXME: waiting for embedded Nacos suport, then we can open the switch. 
1, Line, // TODO generic invoker？ 
1, JavaDoc, /*      * FIXME, this instance will always be a type of DynamicConfiguration, ConfigCenterConfig will load the instance at startup and assign it to here.      */
1, Line, //  TODO Do not want to use spaces? See: DUBBO-502, URL class handles special conventions for special characters. 
1, Line, //  hack, use reflection to get the shared channel.
1, Line, //  TODO Notification failure does not restore mechanism guarantee 
1, Line, // TODO fix npe  context.isProviderSide(); 
1, Line, // TODO we needs use force writing to file so that buffer gets clear and new log can be written. 
1, Line, // Reselect before retry to avoid a change of candidate `invokers`.  NOTE: if `invokers` changed, then `invoked` also lose accuracy. 
1, JavaDoc, /*  * TODO load as SPI will be better?  */
1, Line, // fixme, reject exception can not be sent to consumer because thread pool is full, resulting in consumers waiting till timeout. 
1, JavaDoc, /*  * TODO refactor using mockito  */
1, Line, //  generally a client can only be closed once, here it is closed twice, counter is incorrect 
1, Line, // TODO A temporary solution to the problem that the exception information can not be sent to the opposite end after the thread pool is full. Need a refactoring  fix The thread pool is full, refuses to call, does not return, and causes the consumer to wait for time out 
1, Line, //  TODO in the future maybe we can just use a single rest client and connection manager 
1, Line, // TODO solve merge problem  = Constants.DEFAULT_STUB_EVENT; 
1, Line, //  FIXME: a hack to make org.apache.dubbo.remoting.exchange.support.DefaultFuture.closeChannel work 
1, Block, /*  is the buffer big enough?  */
1, Line, //  BUG: DUBBO-846 in version 2.0.9, config retry="false" on provider's method doesn't work 
1, Line, //  FIXME: this exposes the design flaw in RouterChain 
1, Line, //  FIXME RESPONSE_CONTEXT 
1, Line, //  TODO jetty will by default enable keepAlive so the xml config has no effect now 
1, Line, // cannot write == not Available ? 
1, Line, //  TODO Wrapper cannot handle this scenario correctly: the classname contains '$' 
1, Line, //  On server side, thrift can not handle exceptions not declared in idl 
1, Line, // TODO assert error log 
1, JavaDoc, /*  * This class represents an unfinished RPC call, it will hold some context information for this call, for example RpcContext and Invocation, * so that when the call finishes and the result returns, it can guarantee all the contexts being recovered as the same as when the call was made * before any callback is invoked. * <p> * TODO if it's reasonable or even right to keep a reference to Invocation? * <p> * As {@link Result} implements CompletionStage, {@link AsyncRpcResult} allows you to easily build a async filter chain whose status will be * driven entirely by the state of the underlying RPC call. * <p> * AsyncRpcResult does not contain any concrete value (except the underlying value bring by CompletableFuture), consider it as a status transfer node. * {@link #getValue()} and {@link #getException()} are all inherited from {@link Result} interface, implementing them are mainly * for compatibility consideration. Because many legacy {@link Filter} implementation are most possibly to call getValue directly.  */
1, Line, //  FIXME should put exception in future? 
1, Line, //  DUBBO-571 methods key in provider's URLONE doesn't contain the methods from inherited super interface 
1, JavaDoc, /*  * ContextFilterTest.java * TODO need to enhance assertion  */
1, Line, //  FIXME: this code looks useless 
1, Line, //  TODO due to dubbo's current architecture,   it will be called from registry protocol in the shutdown process and won't appear in logs 
1, Line, //  TODO can we load successfully for a different classloader?. 
1, Line, // The status input has a problem, and the read information is wrong when the serialization is serialized. 
1, Line, //  FIXME: not sure why AbstractReferenceConfig has both isGeneric and getGeneric 
1, Line, //  FIXME result is an AsyncRpcResult instance. 
1, Line, //  FIXME, should cancel and restart timer tasks if parameters in the new URL are different? 
1, JavaDoc, /*  * TODO Extract more code here if necessary  */
1, Line, //  FIXME RMI protocol doesn't support casting to EchoService yet. 
1, Line, //  dubbo's original impl can't support the use of ServletContext          server.addHandler(servletHandler); 
1, Line, //  Deprecated! Subscribe to override rules in 2.6.x or before. 
1, Line, //  Subscribe the override data   FIXME When the provider subscribes, it will affect the scene : a certain JVM exposes the service and call    the same service. Because the subscribed is cached key with the name of the service, it causes the 
1, JavaDoc, /*      * Should be called after Config was fully initialized.     * // FIXME: this method should be completely replaced by appendParameters     *     * @return     * @see AbstractConfig#appendParameters(Map, Object, String)     * <p>     * Notice! This method should include all properties in the returning map, treat @Parameter differently compared to appendParameters.      */
1, Line, // TODO Can the value returned by getChannel() be null? need improvement. 
1, Line, //  TODO, to support wildcards 
1, Line, //  FIXME: cannot guarantee the sequence of the merge result, check implementation in   MergeableClusterInvoker#invoke 
1, Line, //  FIXME Is there any need of failing back to Constants.ANY_VALUE or the first available method invokers when invokers is null? 
1, Line, //  TODO more configs to add 
1, Line, //  BuG: DUBBO-146 Provider doesn't have exception output, and consumer has timeout error when serialization fails
1, Line, //  FIXME There's no place to release connectionExecutor! 
1, Line, //  TODO: refactor it 
1, JavaDoc, /*  * TODO this may not be a pretty elegant solution, *  */
1, Line, //  FIXME log error info in Codec and put all error handle logic in IoHanndler? 
1, Line, //  can't shutdown nioEventLoopGroup because the method will be invoked when closing one channel but not a client,   but when and how to close the nioEventLoopGroup ?   nioEventLoopGroup.shutdownGracefully(); 
1, JavaDoc, /*  * FIXME: is this really necessary? PropertiesConfiguration should have already covered this: * @see PropertiesConfiguration * @See ConfigUtils#getProperty(String)  */
1, JavaDoc, /*      * the resident routers must being initialized before address notification.     * FIXME: this method should not be public      */
1, Line, //  TODO there may have duplicate refresh 
1, Line, // fixme replace this with better method 
1, Line, //  TODO for now we don't consider the differences of encoding and server limit 
1, JavaDoc, /*      * FIXME check @Parameter(required=true) and any conditions that need to match.      */
1, Block, /*           RMI needs extra parameter since it uses customized remote invocation object          The customized RemoteInvocation was firstly introduced in v2.6.3; The package was renamed to 'org.apache.*' since v2.7.0          Considering the above two conditions, we need to check before sending customized RemoteInvocation:          1. if the provider version is v2.7.0 or higher, send 'org.apache.dubbo.rpc.protocol.rmi.RmiRemoteInvocation'.          2. if the provider version is v2.6.3 or higher, send 'com.alibaba.dubbo.rpc.protocol.rmi.RmiRemoteInvocation'.          3. if the provider version is lower than v2.6.3, does not use customized RemoteInvocation.          */
1, Line, //  TODO exist concurrent gap 
1, Line, //  TODO: 2017/8/31 FIXME The thread pool should be used to refresh the address, otherwise the task may be accumulated. 
1, JavaDoc, /*      * If there's no dynamic tag rule being set, use static tag in URL.     * <p>     * A typical scenario is a Consumer using version 2.7.x calls Providers using version 2.6.x or lower,     * the Consumer should always respect the tag in provider URL regardless of whether a dynamic tag rule has been set to it or not.     * <p>     * TODO, to guarantee consistent behavior of interoperability between 2.6- and 2.7+, this method should has the same logic with the TagRouter in 2.6.x.     *     * @param invokers     * @param url     * @param invocation     * @param <T>     * @return      */
0, Line, //  Construct using org.apache.dubbo.common.serialize.protobuf.support.MapValue.Map.newBuilder() 
0, Line, //  1. No service provider 2. Service providers are disabled 
0, Line, //  closing closed means the process is being closed and close is finished 
0, Line, //  get data length. 
0, Line, //  The monitoring center is responsible for deleting outdated dirty data 
0, Line, //  Key-Value pair, stores both match and mismatch conditions 
0, Line, //  -default is not included 
0, Line, //  allow string arg to enum type, @see PojoUtils.realize0() 
0, Line, //  check length. 
0, Line, //         assertEquals(echo.$echo("test"), "test");          assertEquals(echo.$echo("abcdefg"), "abcdefg");          assertEquals(echo.$echo(1234), 1234); 
0, Block, /*  translate stored positions  */
0, Line, // final int length = PerformanceUtils.getIntProperty("length", 1024); 
0, Line, //  Dubbo RPC protocol version, for compatibility, it must not be between 2.0.10 ~ 2.6.2
0, Line, //  desc2name 
0, Line, //  The parameters of the test service query need to be with the providermerge.
0, Line, //  for test 
0, Line, //  for the exception not found in method's signature, print ERROR message in server's log. 
0, Line, // yyline = yychar = yycolumn = 0; 
0, Line, //  Use PBResponseType.newBuilder() to construct. 
0, Line, //  check duplicated candidate bean 
0, Line, // mark the future is sent 
0, Line, //  Remove async property to avoid being passed to the following invoke chain. 
0, Line, //  should not override
0, Line, //  This should never happen;
0, Line, //  other thread cancel this timeout or stop the timer. 
0, Block, /* invoker = protocol.refer( Demo.class, url );        Assertions.assertNotNull( invoker );        RpcInvocation invocation = new RpcInvocation();        invocation.setMethodName( "echoString" );        invocation.setParameterTypes( new Class<?>[]{ String.class } );        String arg = "Hello, World!";        invocation.setArguments( new Object[] { arg } );        Result result = invoker.invoke( invocation );        Assertions.assertEquals( arg, result.getResult() ); */
0, Line, //  "[[Ljava/lang/Object;" ==> "[[Ljava.lang.Object;" 
0, Line, //  search in caller's classloader 
0, Line, //  logging output 
0, Line, // Boundary condition test . 
0, Block, /*  first: make room (if you can)  */
0, Line, //  concurrent cache initialization 
0, Line, //  parameters 
0, Line, //  test timeout of lease 
0, Line, //  When starting the subscription center, 
0, Line, // Check whether the mock value is legal 
0, Line, //  take first one 
0, Line, //  null out prev, next and bucket to allow for GC. 
0, Line, //  Resolve placeholders 
0, Line, //  TEST Pb Service metaData builder 
0, Line, //  Start reconnection timer 
0, Line, //  If the Config Center is given the highest priority, it will override all the other configurations 
0, Line, // |10011111|20-stats=ok|id=0|length=0 
