Training project, P, R, F1
Ant, 0.825, 0.2578125, 0.39285714285714285
ArgoUML, 0.8210526315789474, 0.609375, 0.6995515695067265
Columba, 1.0, 1.0, 1.0
EMF, 0.9047619047619048, 0.59375, 0.7169811320754718
Hibernate, 0.6805555555555556, 0.765625, 0.7205882352941176
JEdit, 0.5735294117647058, 0.3046875, 0.3979591836734694
JFreeChart, 0.8317757009345794, 0.6953125, 0.7574468085106382
JMeter, 0.8556701030927835, 0.6484375, 0.7377777777777776
JRuby, 0.9145299145299145, 0.8359375, 0.8734693877551021
SQuirrel, 0.8723404255319149, 0.640625, 0.7387387387387387
Dubbo, 0.9074074074074074, 0.3828125, 0.5384615384615384
Gradle, 0.9193548387096774, 0.4453125, 0.5999999999999999
Groovy, 0.8333333333333334, 0.625, 0.7142857142857143
Hive, 0.8494623655913979, 0.6171875, 0.7149321266968325
Maven, 0.7821782178217822, 0.6171875, 0.6899563318777292
Poi, 0.8559322033898306, 0.7890625, 0.8211382113821138
SpringFramework, 0.9523809523809523, 0.46875, 0.6282722513089005
Storm, 0.9375, 0.46875, 0.625
Tomcat, 0.9027777777777778, 0.5078125, 0.65
Zookeeper, 0.9272727272727272, 0.3984375, 0.5573770491803278
