Training project, P, R, F1
Ant, 0.6449704142011834, 0.3395638629283489, 0.4448979591836734
ArgoUML, 0.5223880597014925, 0.6542056074766355, 0.5809128630705395
Columba, 0.6537313432835821, 0.6822429906542056, 0.6676829268292683
EMF, 0.6707692307692308, 0.6791277258566978, 0.6749226006191951
Hibernate, 0.5882352941176471, 0.778816199376947, 0.6702412868632708
JEdit, 0.5015105740181269, 0.5171339563862928, 0.5092024539877301
JFreeChart, 0.5606796116504854, 0.719626168224299, 0.6302864938608458
JMeter, 0.6534090909090909, 0.7165109034267912, 0.6835066864784547
JRuby, 0.6398891966759003, 0.719626168224299, 0.6774193548387096
SQuirrel, 0.6384180790960452, 0.7040498442367601, 0.6696296296296296
Dubbo, 0.7106598984771574, 0.43613707165109034, 0.5405405405405406
Gradle, 0.9968944099378882, 1.0, 0.9984447900466563
Groovy, 0.6970802919708029, 0.5950155763239875, 0.642016806722689
Hive, 0.6712328767123288, 0.6105919003115264, 0.6394779771615007
Maven, 0.5750708215297451, 0.632398753894081, 0.602373887240356
Poi, 0.6606060606060606, 0.6791277258566978, 0.6697388632872504
SpringFramework, 0.694300518134715, 0.4174454828660436, 0.5214007782101168
Storm, 0.7302904564315352, 0.5482866043613707, 0.6263345195729537
Tomcat, 0.7048458149779736, 0.4984423676012461, 0.5839416058394161
Zookeeper, 0.7457627118644068, 0.411214953271028, 0.5301204819277108
