Training project, P, R, F1
Ant, 0.44, 0.22448979591836735, 0.2972972972972973
ArgoUML, 0.3246753246753247, 0.5102040816326531, 0.3968253968253968
Columba, 0.8026315789473685, 0.6224489795918368, 0.7011494252873564
EMF, 0.5578947368421052, 0.5408163265306123, 0.5492227979274611
Hibernate, 0.43243243243243246, 0.6530612244897959, 0.5203252032520326
JEdit, 0.18181818181818182, 0.24489795918367346, 0.20869565217391303
JFreeChart, 0.3058823529411765, 0.5306122448979592, 0.3880597014925373
JMeter, 0.631578947368421, 0.6122448979591837, 0.6217616580310881
JRuby, 0.6055045871559633, 0.673469387755102, 0.6376811594202899
SQuirrel, 0.5284552845528455, 0.6632653061224489, 0.588235294117647
Dubbo, 0.532258064516129, 0.336734693877551, 0.4124999999999999
Gradle, 0.425531914893617, 0.40816326530612246, 0.4166666666666667
Groovy, 0.7012987012987013, 0.5510204081632653, 0.6171428571428571
Hive, 0.6, 0.5816326530612245, 0.5906735751295337
Maven, 0.23243243243243245, 0.4387755102040816, 0.303886925795053
Poi, 0.6627906976744186, 0.5816326530612245, 0.6195652173913043
SpringFramework, 1.0, 1.0, 1.0
Storm, 0.6451612903225806, 0.40816326530612246, 0.5000000000000001
Tomcat, 0.625, 0.40816326530612246, 0.4938271604938272
Zookeeper, 0.6323529411764706, 0.4387755102040816, 0.5180722891566265
