Training project, P, R, F1
Ant, 0.6985018726591761, 0.3565965583173996, 0.47215189873417723
ArgoUML, 0.542713567839196, 0.6195028680688337, 0.5785714285714286
Columba, 0.7320525783619818, 0.6921606118546845, 0.7115479115479114
EMF, 0.7030567685589519, 0.615678776290631, 0.656472986748216
Hibernate, 0.552, 0.7256214149139579, 0.6270136307311029
JEdit, 0.3748974569319114, 0.43690248565965584, 0.4035320088300221
JFreeChart, 0.5626072041166381, 0.627151051625239, 0.593128390596745
JMeter, 0.6866666666666666, 0.6892925430210325, 0.6879770992366412
JRuby, 0.6903914590747331, 0.7418738049713193, 0.7152073732718894
SQuirrel, 0.6779981114258735, 0.6864244741873805, 0.6821852731591449
Dubbo, 0.6524926686217009, 0.4254302103250478, 0.5150462962962962
Gradle, 0.5759753593429158, 0.5363288718929254, 0.5554455445544555
Groovy, 0.7435897435897436, 0.5544933078393881, 0.6352683461117196
Hive, 0.9990412272291467, 0.9961759082217974, 0.9976065102920058
Maven, 0.49001536098310294, 0.609942638623327, 0.5434412265758092
Poi, 0.7445544554455445, 0.7189292543021033, 0.7315175097276265
SpringFramework, 0.7835420393559929, 0.4187380497131931, 0.5457943925233645
Storm, 0.8018154311649016, 0.5066921606118547, 0.6209724663151729
Tomcat, 0.7471264367816092, 0.497131931166348, 0.5970149253731343
Zookeeper, 0.7522281639928698, 0.40344168260038243, 0.5252022401991289
