Training project, P, R, F1
Ant, 0.8392857142857143, 0.34558823529411764, 0.48958333333333337
ArgoUML, 0.6439393939393939, 0.625, 0.6343283582089552
Columba, 0.7457627118644068, 0.6470588235294118, 0.6929133858267716
EMF, 0.7222222222222222, 0.5735294117647058, 0.639344262295082
Hibernate, 0.6438356164383562, 0.6911764705882353, 0.6666666666666666
JEdit, 0.5537190082644629, 0.49264705882352944, 0.5214007782101167
JFreeChart, 0.6666666666666666, 0.6323529411764706, 0.6490566037735849
JMeter, 0.6974789915966386, 0.6102941176470589, 0.6509803921568628
JRuby, 0.6888888888888889, 0.6838235294117647, 0.6863468634686347
SQuirrel, 0.71875, 0.6764705882352942, 0.696969696969697
Dubbo, 0.8055555555555556, 0.4264705882352941, 0.5576923076923077
Gradle, 0.7722772277227723, 0.5735294117647058, 0.6582278481012658
Groovy, 0.7017543859649122, 0.5882352941176471, 0.6399999999999999
Hive, 0.7570093457943925, 0.5955882352941176, 0.6666666666666667
Maven, 1.0, 0.9852941176470589, 0.9925925925925926
Poi, 0.7107438016528925, 0.6323529411764706, 0.6692607003891051
SpringFramework, 0.7837837837837838, 0.4264705882352941, 0.5523809523809523
Storm, 0.7191011235955056, 0.47058823529411764, 0.5688888888888888
Tomcat, 0.7473684210526316, 0.5220588235294118, 0.6147186147186148
Zookeeper, 0.775, 0.45588235294117646, 0.5740740740740741
