Training project, P, R, F1
Ant, 0.8947368421052632, 0.2, 0.3269230769230769
ArgoUML, 0.5833333333333334, 0.4117647058823529, 0.4827586206896552
Columba, 0.7571428571428571, 0.6235294117647059, 0.6838709677419355
EMF, 0.6415094339622641, 0.4, 0.4927536231884058
Hibernate, 0.6231884057971014, 0.5058823529411764, 0.5584415584415584
JEdit, 0.6363636363636364, 0.16470588235294117, 0.26168224299065423
JFreeChart, 0.5492957746478874, 0.4588235294117647, 0.5
JMeter, 0.6885245901639344, 0.49411764705882355, 0.5753424657534247
JRuby, 0.7567567567567568, 0.6588235294117647, 0.7044025157232704
SQuirrel, 0.68, 0.4, 0.5037037037037037
Dubbo, 0.9883720930232558, 1.0, 0.9941520467836257
Gradle, 0.6410256410256411, 0.29411764705882354, 0.40322580645161293
Groovy, 0.8292682926829268, 0.4, 0.5396825396825398
Hive, 0.7547169811320755, 0.47058823529411764, 0.5797101449275363
Maven, 0.56, 0.32941176470588235, 0.41481481481481486
Poi, 0.7361111111111112, 0.6235294117647059, 0.6751592356687899
SpringFramework, 0.825, 0.38823529411764707, 0.528
Storm, 0.7837837837837838, 0.3411764705882353, 0.4754098360655737
Tomcat, 0.7708333333333334, 0.43529411764705883, 0.5563909774436091
Zookeeper, 0.675, 0.3176470588235294, 0.432
