SATD	 todo mvw why this not done gef 
SATD	 todo this temporary crutch use until all figs are updated use the constructor that accepts diagramsettings object 
SATD	 todo there cyclic dependency between and figedgemodelelement 
SATD	 todo need rethrow this some other exception type but that too much change for the moment 
SATD	 todo its probably worthwhile abstract and factor this chooser and directory stuff more file handling coming sure 
SATD	 todo complete this implementation tfm 
SATD	 todo this will vary based the type the tagdefinition 
SATD	 setfontfamilydialog todo this needed 
SATD	 todo move this into the toolbar project 
SATD	 todo this temporary method making sure the model updated loss focus combo box the long term should attempt update the model each keypress see 
SATD	 these methods are based the graphevents these need replacing more specic meaningful requests the diagram interface model 
SATD	 todo all super constrcutors should take graphmodel 
SATD	 workaround for missing ability parse 
SATD	 todo needs tidied after stable release graph model should created constructor 
SATD	 this wrongly called with null handle workaround return empty collection 
SATD	 todo not navigable this direction tfm 
SATD	 todo this doesnt look right review tfm 
SATD	 return the statemachine todo this method called any the figs will introduce dependency cycle would much better they could just use link which does the same thing 
SATD	 todo need clean objecttoid can based modelelement delete notifications 
SATD	 the constructor todo why does this method not handle all settings missing 
SATD	 todo performance critical method 
SATD	 todo needs work must determine which figs enclosed the pool are within the bounds this fig and translate those 
SATD	 todo optimize for root model case tfm 
SATD	 todo really need this carried over from old behavior 
SATD	 todo elementownership not modelsubsys 
SATD	 todo this seems like brute force workaround and very indirect one that appears needed though until fix the problem properly tfm 
SATD	 todo this really needed 
SATD	 todo uml spec requires both client and supplier the same model tfm 
SATD	 todo unused 
SATD	 these may not actually make any difference present the code behind addtrigger needs more work 
SATD	 todo temporary let tree expand implicitly tfm 
SATD	 todo split into inherited attr critic and local attr critic 
SATD	 todo should throw the string not good 
SATD	 todo handle multiple top level packages 
SATD	 wizard which adjust the threshold for critics todo make the treshold setting adjustable without using the wizard and make persistent maybe using the configure button the browse critics dialog see author mkl 
SATD	 todo better wrap profileexception and throw that 
SATD	 create our bandbuffer which just small slice the image todo used fixed height buffer now but could smarter and compute height which would fit some memory budget allowing use taller buffers with narrower images minimizing the overhead multiple rendering passes 
SATD	 todo support iterate declarator 
SATD	 return returns the default stereotype view todo enumeration here 
SATD	 todo how about figassociationclass 
SATD	 todo this shouldnt depend the current project but for now just make sure its defined and that have undo manager 
SATD	 remove this diagram from existence todo move gef 
SATD	 todo this needs managing undo perproject basis instead using gefs global undo manager 
SATD	 todo define constants for magic numbers 
SATD	 this class gives critics access parts the uml model the design defines gen function that returns the children any given part the uml model basically goes from project models modelelements argos critic agency uses this apply critics where appropriate todo this thinks knows all the composition associations the the uml metamodel but incomplete and not updated for uml this should done using information from the metamodel rather than hardwired code tfm see see author jrobbins 
SATD	 todo consider inherited associations todo self loops are double counted 
SATD	 todo multiple associations between the same pair elements need special cased that they dont overlap tfm 
SATD	 gets the current threshold todo should this protected return the current threshold 
SATD	 todo there cyclic dependency between this class and figconcurrentregion 
SATD	 todo move mmutil some other common place and merge with 
SATD	 needs more work sending and receiving icons 
SATD	 object tagged being the owner figedgenote has knowledge about the source and destination the figedgenote the source and destination are modelelements least one them comment but they may both comments todo theres tons special case code scattered around argouml for this one class since the only owner figedgemodelelement which not uml element should find way generalize thisp todo issue requires this class replaced similar mechanism the nary association class the node and the edges shall all have the same owner the uml comment object since jul author 
SATD	 todo offenders need more strongly typed tfm 
SATD	 expression implements one the combobox select todo euml module project 
SATD	 return the set offenders todo the return value needs more strongly typed tfm 
SATD	 todo all these classes need their own files public 
SATD	 must overridden make sense didnt want make abstract because might not required 
SATD	 todo should fire its own event and projectbrowser should register listener 
SATD	 todo use default value appropriate type for 
SATD	 our superclass longer has this method perhaps this whole thing should removed tfm 
SATD	 todo this actually hack some diagram types like the statechart diagrams access the current diagram get some info this might cause problems theres another statechart diagram active remove the current project before loading the new one 
SATD	 the following specifically for realizations todo correction gef should use not abstraction 
SATD	 todo still not used because argouml string hardwired 
SATD	 todo uml tagdefinition has become property stereotype anything that uses this will probably need reviewedchanged just return property for now 
SATD	 language must unique todo the model dont use the dialog and change the first 
SATD	 todo cyclic dependency between persistancemanager and here 
SATD	 todo this should not instance variable should just created and discarded needed 
SATD	 check for duplicate name and rename necessary 
SATD	 creates new ocl critic param oclconstraint ocl expression param headline headline param description description param moreinfourl the info url param knowledgetypes the knowledge types param supporteddecisions the decisions param priority the priority throws invalidoclexception the ocl not valid todo these need lists can they simple collections 
SATD	 todo why this inside block forgotten else branch question euluis 
SATD	 todo maybe separate name 
SATD	 todo minimal update strategy would better here minimize work and events firing but may better deprecate the method and force calls manage updates themselves since they probably usually want just add remove single element tfm 
SATD	 todo what progressmgr used here where does come from 
SATD	 todo here should show the user message that the loaded project was using notation that not currently available and fall back the default notation was done maybe this can implemented the persistencemanager 
SATD	 todo this the same parent remove see 
SATD	 todo move magic number descriptive constant 
SATD	 todo should handle access and import here 
SATD	 todo remove when code below characters removed private static final string returnstring 
SATD	 todo this probably needs more qualification tfm 
SATD	 todo this method obsolete use getinputmap etc below 
SATD	 todo check semantics here tfm 
SATD	 todo move gef 
