projectname,classification,commenttext
Hibernate,DESIGN,// use COUNT as the default.  This mimics the old behavior although // NONE might be a better option moving forward in the case of callable
Hibernate,DESIGN,//perhaps not really necessary...
Hibernate,DESIGN,// todo : what else to do here?
Hibernate,DESIGN,//TODO: disable batch loading if lockMode > READ?
Hibernate,DESIGN,//TODO: to handle concurrent writes correctly the client should pass in a Lock
Hibernate,DESIGN,// turn hibernate.c3p0.* into c3p0.* so c3p0 // gets a chance to see all hibernate.c3p0.*
Hibernate,DESIGN,//note there is a wierd implementation in the client side
Hibernate,DESIGN,// todo: this was added to support initializing an entity's EntityEntry snapshot during reattach; // this should be refactored to instead expose a method to assemble a EntityEntry based on this // state for return.
Hibernate,DESIGN,// Do we need to drop constraints before dropping tables in this dialect?
Hibernate,DESIGN,"/**     * FIXME Per the RegionFactory class Javadoc this constructor version     * should not be necessary.     *      * @param props The configuration properties     */"
Hibernate,DESIGN,// Does this dialect support check constraints?
Hibernate,DESIGN,// this is called by SessionFactory irregardless; we just disregard here; // could also add a check to SessionFactory to only conditionally call start
Hibernate,DESIGN,// Does this dialect support the UNIQUE column syntax?
Hibernate,DESIGN,// this is done here 'cos we might only know the type here (ugly!) // TODO: improve this a lot:
Hibernate,DESIGN,// Does this dialect support the FOR UPDATE syntax?
Hibernate,DESIGN,// todo : what is the implication of this?
Hibernate,DESIGN,// todo : YUCK!!!
Hibernate,DESIGN,// todo : again how *should* this work for non-pojo entities?
Hibernate,DESIGN,// Does this dialect support FOR UPDATE OF allowing particular rows to be locked?
Hibernate,DESIGN,//TODO: really bad evil hack to fix!!!
Hibernate,DESIGN,//aliasRefNode.resolve( false false aliasRefNode.getText() ); //TODO: is it kosher to do it here? //TODO: is it kosher to do it here?
Hibernate,DESIGN,//TODO: better to degrade to lazy="false" if uninstrumented
Hibernate,DESIGN,// Does this dialect support the Oracle-style FOR UPDATE NOWAIT syntax?
Hibernate,DESIGN,//Icky workaround for MySQL bug:
Hibernate,DESIGN,// we have to set up the table later!! yuck
Hibernate,DESIGN,//TODO: Somehow add the newly created foreign keys to the internal collection
Hibernate,DESIGN,// This inner class implements a case statement....perhaps im being a bit over-clever here
