Training project, P, R, F1
Ant, 0.20967741935483872, 0.4126984126984127, 0.27807486631016043
ArgoUML, 0.08270676691729323, 0.5238095238095238, 0.14285714285714282
Columba, 0.17616580310880828, 0.5396825396825397, 0.265625
EMF, 0.13675213675213677, 0.5079365079365079, 0.2154882154882155
Hibernate, 0.10891089108910891, 0.5238095238095238, 0.18032786885245902
JEdit, 0.11743772241992882, 0.5238095238095238, 0.19186046511627908
JFreeChart, 0.15343915343915343, 0.4603174603174603, 0.23015873015873015
JMeter, 0.21666666666666667, 0.4126984126984127, 0.28415300546448086
JRuby, 0.15555555555555556, 0.5555555555555556, 0.24305555555555558
SQuirrel, 0.15789473684210525, 0.42857142857142855, 0.23076923076923078
Dubbo, 0.11170212765957446, 0.3333333333333333, 0.16733067729083664
Gradle, 0.09, 0.14285714285714285, 0.11042944785276072
Groovy, 0.1348314606741573, 0.38095238095238093, 0.1991701244813278
Hive, 0.2733333333333333, 0.6507936507936508, 0.3849765258215962
Maven, 0.06986899563318777, 0.25396825396825395, 0.1095890410958904
Poi, 0.12658227848101267, 0.47619047619047616, 0.2
SpringFramework, 0.3424657534246575, 0.3968253968253968, 0.36764705882352944
Storm, 0.3157894736842105, 0.5714285714285714, 0.4067796610169492
Tomcat, 0.2641509433962264, 0.4444444444444444, 0.33136094674556216
Zookeeper, 0.6835443037974683, 0.8571428571428571, 0.7605633802816901
