Training project, P, R, F1
Ant, 0.647887323943662, 0.4804177545691906, 0.5517241379310345
ArgoUML, 0.42771084337349397, 0.741514360313316, 0.542502387774594
Columba, 0.610236220472441, 0.8093994778067886, 0.6958473625140292
EMF, 0.5421994884910486, 0.5535248041775457, 0.5478036175710593
Hibernate, 0.6351084812623274, 0.8407310704960835, 0.7235955056179775
JEdit, 0.5342465753424658, 0.6109660574412533, 0.5700365408038977
JFreeChart, 0.5128205128205128, 0.6788511749347258, 0.5842696629213483
JMeter, 0.6237816764132553, 0.835509138381201, 0.7142857142857142
JRuby, 0.8264058679706602, 0.8825065274151436, 0.8535353535353535
SQuirrel, 0.5072463768115942, 0.5483028720626631, 0.5269761606022585
Dubbo, 0.5415676959619953, 0.5953002610966057, 0.5671641791044777
Gradle, 0.4127906976744186, 0.185378590078329, 0.2558558558558559
Groovy, 0.7150259067357513, 0.720626631853786, 0.7178153446033811
Hive, 0.7045951859956237, 0.8407310704960835, 0.7666666666666667
Maven, 0.5060240963855421, 0.5483028720626631, 0.5263157894736842
Poi, 0.662004662004662, 0.741514360313316, 0.6995073891625617
SpringFramework, 0.8016085790884718, 0.7806788511749347, 0.7910052910052909
Storm, 0.7308584686774942, 0.8224543080939948, 0.773955773955774
Tomcat, 0.7506493506493507, 0.7545691906005222, 0.7526041666666666
Zookeeper, 0.7450980392156863, 0.793733681462141, 0.7686472819216182
