Training project, P, R, F1
Ant, 0.20125786163522014, 0.6530612244897959, 0.30769230769230765
ArgoUML, 0.04187192118226601, 0.5204081632653061, 0.07750759878419453
Columba, 0.08579088471849866, 0.6530612244897959, 0.15165876777251186
EMF, 0.14171656686626746, 0.7244897959183674, 0.23706176961602674
Hibernate, 0.1417004048582996, 0.7142857142857143, 0.2364864864864865
JEdit, 0.08985879332477535, 0.7142857142857143, 0.15963511972633979
JFreeChart, 0.12264150943396226, 0.6632653061224489, 0.20700636942675157
JMeter, 0.13981042654028436, 0.6020408163265306, 0.22692307692307692
JRuby, 0.12209302325581395, 0.6428571428571429, 0.2052117263843648
SQuirrel, 0.09142053445850915, 0.6632653061224489, 0.16069221260815822
Dubbo, 0.08349900596421471, 0.42857142857142855, 0.13976705490848584
Gradle, 0.07692307692307693, 0.17346938775510204, 0.10658307210031347
Groovy, 0.15584415584415584, 0.4897959183673469, 0.23645320197044337
Hive, 0.1419068736141907, 0.6530612244897959, 0.23315118397085607
Maven, 0.0532724505327245, 0.35714285714285715, 0.09271523178807946
Poi, 0.11967545638945233, 0.6020408163265306, 0.1996615905245347
SpringFramework, 0.48520710059171596, 0.8367346938775511, 0.6142322097378277
Storm, 0.19207317073170732, 0.6428571428571429, 0.295774647887324
Tomcat, 0.15406976744186046, 0.5408163265306123, 0.2398190045248869
Zookeeper, 0.22676579925650558, 0.6224489795918368, 0.33242506811989103
