Training project, P, R, F1
Ant, 0.7556270096463023, 0.623342175066313, 0.6831395348837209
ArgoUML, 0.4099173553719008, 0.6578249336870027, 0.505091649694501
Columba, 0.5879732739420935, 0.7002652519893899, 0.639225181598063
EMF, 0.7466666666666667, 0.7427055702917772, 0.7446808510638299
Hibernate, 0.8141361256544503, 0.8249336870026526, 0.8194993412384717
JEdit, 0.5811623246492986, 0.7692307692307693, 0.6621004566210046
JFreeChart, 0.6285046728971962, 0.713527851458886, 0.6683229813664596
JMeter, 0.6857142857142857, 0.7002652519893899, 0.6929133858267716
JRuby, 0.5745140388768899, 0.7055702917771883, 0.6333333333333333
SQuirrel, 0.6304849884526559, 0.7241379310344828, 0.674074074074074
Dubbo, 0.4939759036144578, 0.4350132625994695, 0.46262341325810996
Gradle, 0.6025641025641025, 0.2493368700265252, 0.35272045028142585
Groovy, 0.7030567685589519, 0.4270557029177719, 0.5313531353135313
Hive, 0.6340852130325815, 0.6710875331564987, 0.6520618556701032
Maven, 0.34649122807017546, 0.20954907161803712, 0.2611570247933884
Poi, 0.6, 0.6047745358090185, 0.6023778071334214
SpringFramework, 0.855595667870036, 0.6286472148541115, 0.7247706422018347
Storm, 0.7024128686327078, 0.6949602122015915, 0.6986666666666668
Tomcat, 0.6507042253521127, 0.6127320954907162, 0.6311475409836066
Zookeeper, 0.7076023391812866, 0.6419098143236074, 0.6731571627260083
