Training project, P, R, F1
Ant, 0.33926645091693636, 0.6013384321223709, 0.43379310344827593
ArgoUML, 0.1372474985841042, 0.6950286806883366, 0.2292290714173104
Columba, 0.23097374543037555, 0.6644359464627151, 0.342786683107275
EMF, 0.30132450331125826, 0.7829827915869981, 0.4351753453772582
Hibernate, 0.22384500745156483, 0.7179732313575525, 0.341286071347421
JEdit, 0.23534942024443747, 0.7179732313575525, 0.35449610573518997
JFreeChart, 0.3019378098242452, 0.6405353728489483, 0.4104134762633997
JMeter, 0.28726708074534163, 0.7074569789674953, 0.40861402540033137
JRuby, 0.22581620314389358, 0.7141491395793499, 0.3431327514928801
SQuirrel, 0.2931323283082077, 0.6692160611854685, 0.40768782760629
Dubbo, 0.1839557399723375, 0.381453154875717, 0.24821150855365479
Gradle, 0.17105263157894737, 0.2609942638623327, 0.20666161998486
Groovy, 0.32331329325317304, 0.4627151051625239, 0.380652772316162
Hive, 0.5610406937958639, 0.8040152963671128, 0.6609037328094302
Maven, 0.09621451104100946, 0.29158699808795413, 0.14468690702087286
Poi, 0.32489224137931033, 0.5764818355640535, 0.41557546519641625
SpringFramework, 0.45704225352112676, 0.6204588910133844, 0.5263584752635848
Storm, 0.3328785811732606, 0.6998087954110899, 0.45115562403697995
Tomcat, 0.32835024025627335, 0.5879541108986616, 0.42137718396711205
Zookeeper, 0.3743781094527363, 0.5755258126195029, 0.45365486058779203
