Training project, P, R, F1
Ant, 0.681024447031432, 0.6037151702786377, 0.6400437636761488
ArgoUML, 0.704136690647482, 0.8080495356037152, 0.7525228255646323
Columba, 0.6568807339449542, 0.7389060887512899, 0.6954832442933463
EMF, 0.7409012131715771, 0.8823529411764706, 0.8054639660857277
Hibernate, 0.6474245115452931, 0.7523219814241486, 0.6959427207637232
JEdit, 0.6590538336052202, 0.8338493292053664, 0.7362186788154899
JFreeChart, 0.6987740805604203, 0.8235294117647058, 0.7560397915679773
JMeter, 0.7063414634146341, 0.7471620227038184, 0.7261785356068204
JRuby, 0.6422689844464776, 0.7244582043343654, 0.6808923375363726
SQuirrel, 0.6918294849023091, 0.803921568627451, 0.7436754176610979
Dubbo, 0.5698412698412698, 0.37048503611971106, 0.44903064415259536
Gradle, 0.5852941176470589, 0.20536635706914344, 0.3040488922841864
Groovy, 0.6790923824959482, 0.4324045407636739, 0.5283732660781841
Hive, 0.685370741482966, 0.7058823529411765, 0.6954753431621759
Maven, 0.49911504424778763, 0.29102167182662536, 0.3676662320730117
Poi, 0.6759358288770053, 0.6522187822497421, 0.6638655462184874
SpringFramework, 0.7702380952380953, 0.6676986584107327, 0.7153123272526257
Storm, 0.7007648183556405, 0.7564499484004128, 0.7275434243176179
Tomcat, 0.6175298804780877, 0.6398348813209495, 0.6284845413076533
Zookeeper, 0.7263922518159807, 0.6191950464396285, 0.6685236768802229
