Training project, P, R, F1
Ant, 0.2, 0.5217391304347826, 0.2891566265060241
ArgoUML, 0.10956175298804781, 0.5978260869565217, 0.1851851851851852
Columba, 0.21403508771929824, 0.6630434782608695, 0.32360742705570295
EMF, 0.19112627986348124, 0.6086956521739131, 0.29090909090909095
Hibernate, 0.16621983914209115, 0.6739130434782609, 0.26666666666666666
JEdit, 0.1662531017369727, 0.7282608695652174, 0.2707070707070707
JFreeChart, 0.19858156028368795, 0.6086956521739131, 0.2994652406417112
JMeter, 0.2575107296137339, 0.6521739130434783, 0.3692307692307692
JRuby, 0.23809523809523808, 0.6521739130434783, 0.34883720930232553
SQuirrel, 0.1901639344262295, 0.6304347826086957, 0.29219143576826195
Dubbo, 0.14218009478672985, 0.32608695652173914, 0.198019801980198
Gradle, 0.25252525252525254, 0.2717391304347826, 0.26178010471204194
Groovy, 0.22560975609756098, 0.40217391304347827, 0.2890625
Hive, 0.3216374269005848, 0.5978260869565217, 0.4182509505703421
Maven, 0.09540636042402827, 0.29347826086956524, 0.144
Poi, 0.2513089005235602, 0.5217391304347826, 0.3392226148409894
SpringFramework, 0.5116279069767442, 0.4782608695652174, 0.49438202247191015
Storm, 0.5725190839694656, 0.8152173913043478, 0.6726457399103138
Tomcat, 0.33986928104575165, 0.5652173913043478, 0.42448979591836733
Zookeeper, 0.32947976878612717, 0.6195652173913043, 0.43018867924528303
