@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data

'todo inner class nodes dont have objectinitializers field available ',positive
'currently char isnt found due bug with object ',positive
'dummy receiver ',positive
'todo check specified type assignable from declared param type classnode type type ',positive
'todo these special cases should special metaclasses maybe ',positive
'todo refactor pulling generic parser interface ',positive
'hack reformat other groovydoc block tags see return param throws author since into html ',positive
'swap two children node pre tdown firstnode aright bright null pre becomes pre tdown aright null bright pre todo build api basic tree mutations like this method ',positive
'todo case the array could maybe make partial check ',positive
'todo maybe define throwable and use here instead object ',positive
'todo change that get the correct scope ',positive
'todo multi threaded compiling the same class but with different roots for compilation compiles which uses compiles mark and parsed and then synchronize compilation problems how synchronize how get error messages ',positive
'workaround for groovy ',positive
'there has better way this ',positive
'groovy allows more characters than would allow find good way encode special chars could remove some these checks ',positive
'todo this might not enough too much but good start without spreading logic everywhere ',positive
'hack warning fragile todo find better way ',positive
'todo should return the uri for this source but cant know what here return null ',positive
'todo includes excludes ',positive
'cast with explicit weaker generics for now keep jdk happy todo find better fix ',positive
'todo report multiple missing labels the same name only once ',positive
'groovy hack case newly created field lazy ',positive
'ignore todo should use low priority logger ',positive
'todo the buffer not read the end but length ',positive
'fixme implementation val aclass null ',positive
'todo this might not work correctly for absolute paths ',positive
'todo dont ignore inner static classes completely ',positive
'todo store this root node reset bodytext ',positive
'todo use packagenode instead here ',positive
'todo move somewhere else groovy ',positive
'todo consider moving initcode clinit and remaking field final ',positive
'todo inner classes mean different thistype this ignored here ',positive
'this only correct this context here normally would have compile against compareto available but since dont compile here this one enough ',positive
'fixme use liststring here current version not safe ',positive
'temporary hack ',positive
'todo windows ',positive
'hack for now force all classes compile pick stub changes ',positive
'todo instead catching objectt here stop from being placed into type first place ',positive
'todo should check package node doesnt already exist conflict ',positive
'todo for groovy need something like below but breaks other things return string tostring emptyargs ',positive
'todo make emptyexpression work partially works but not only thing script return ',positive
'todo possibly check for linecol with values less ',positive
'todo this method should really return some kind meta classnode representing the combination all bounds the code here just picks something out able proceed and not actually correct ',positive
'note per the class javadoc this class doesnt obey the normal equalshashcode contract the following field and method could assist some scenarios which required similar sort contract but between equals and the custom canonicalhashcode currently commented out since havent found real need will likely remove this commented out code usage identified soon ',positive
'represents genericstype name todo order distinguish genericstype with same namesee groovy should add property keep the declaring class fixing groovy steps change the signature constructor genericstypename name classnode declaringclass try fix all compilation errorsif genericstype has declaringclass property the step would bit easy fix run all tests see whether the change breaks anything all tests pass congratulations but some tests are broken try debug and find why should find way set declaring class for genericstype first can completed the resolving phase ',positive
'todo should flag this when the path created that this field not prop try direct method ',positive
'todo maybe implement the case ',positive
'major hack here ',positive
'gettargetvar can null buggy xform code spock todo consider removing fixvar once spock released replace with informational exception ',positive
'todo enforce stricter behavior given mapentry interface get proxy which gives lots flexibility but sometimes the error messages might unexpected ',positive
'todo maybe something here ',positive
'todo more cases here ',positive
'todo refactor retain richer type information rather than converting string ',positive
'fixme all labeled arguments should follow any unlabeled arguments ',positive
'todo this useful ',positive
'todo refactor this path ',positive
'fixme for now just save the first error should really roll new message with all the details ',positive
'should use finer grained lock than this ',positive
'its better cache class instances the source code gcl will load the unique class instance for the same source code and avoid occupying permanent areametaspace repeatedly ',positive
'method object correct type ',positive
'little bit paranoid checking here most drivers will throw perhaps ',positive
'fits badly ',positive
'todo after should introspect the meta property and set editable false the property read only ',positive
'todo replace with normal string not needed ',positive
'todo should try with just node the child ',positive
'hack warning todo handle and when they occur within strings ',positive
'todo this method very similar but operates classnodes instead genericstype ',positive
'todo set correct type here setting type and methodcall the last expression method then the method will return null the method itself not void too bytecode after call aconstnull areturn ',positive
'todo handle the owner and delegate cases better for nested scenarios and potentially remove the need for the implicit this case ',positive
'logme ignore fail ',positive
'the class dodgyclass has incorrect modifier synchronized ',positive
'cant have specialized version callobject because the dispatch logic closuremetaclass too complex ',positive
'todo implement ',positive
'dont this static initializer because may never needed todo put this lineseparator property somewhere everyone can use ',positive
'note per the class javadoc this class doesnt obey the normal equalshashcode contract the following field and method could assist some scenarios which required similar sort contract but between fastequals and the custom fasthashcode currently commented out since havent found real need will likely remove this commented out code usage identified soon ',positive
'this should always the case but adding test safer ',positive
'todo not sure why but classdoc null ',positive
'todo the check for iswildcard should replaced with more complete check ',positive
'todo safe remove this what was the original intention ',positive
'todo this needed can click through default values override ',positive
'todo implement below ifwhen needed ',positive
'todo expose this for stream based stripping ',positive
'rfc says that allowed take the presence these characters evidence data corruption will todo change this exception type ',positive
'todo doesnt parse correctly assertequalsclass foot super tprettyclass foot super ',positive
'todo confirm that typelowerbounds does not have multiple children ',positive
'todo handle vargs ',positive
'todo can stcv made smarter avoid this check ',positive
'todo maybe use more specialized type here ',positive
'todo make this method called from tupleconstructor xform add check for defaults ',positive
'normally would the following handle but because there bug invokedynamic all jdk versions maybe use ',positive
'todo this really should find best match find all matches and complain about ambiguity more than one todo handle getat with more than one parameter todo handle default getat methods java interfaces ',positive
'method name correct ',positive
'compiler configuration used specify the debug output print stacktraces case something fails todo could probably reused specify the encoding the files load other properties ',positive
'todo the case needs bit more research simple recompilation not possible seems the current class are searching for there should mark that somehow basically the missing class needs completely compiled before can again search for the current name ',positive
'todo below will deleted once fix type checker understand readonly map otherwise seen mapstring serializable ',positive
'groovy immutable not compatible with compilestatic ',positive
'todo remove after putatsplice gets deleted ',positive
'todo groovy use varargs ',positive
'todo expose this for other usage scenarios stream based stripping ',positive
'better set more complete tests everything below the way ',positive
'todo the visitor doesnt always take printstreams constructor params could more reusable implementation than this ',positive
'todo remove this visit ',positive
'todo might wanna only try resolve the name are the left hand side expression before dot ',positive
'todo groovydoc doesnt parse this file our javag doesnt handle this jdk syntax ',positive
'convenience hack try convert singlechar strings ints ',positive
'not thread safe ',positive
'todo refactor pipe bitwiseor ',positive
'implementation note there are several ways for the groovy compiler report unexpected eof perhaps this implementation misses some you find another way please add ',positive
'keep the same default source encoding with the one used string todo should use instead ',positive
'todo should make proxygenerator singleton ',positive
'todo this object can constant ',positive
'here different implementation that uses getproperties have left commented out because returns slightly different list properties does not return privates dont know what dump really should doing although imo showing private fields nono ',positive
'todo also check for phase after sourceunitgetphase but will ignored anyway todo should only copy those annotations with fieldtarget but havent visited annotations and gathered target info this phase cant this return instead just dont copy ourselves for now ',positive
