'result preceding code wont work with jdk ',positive
'todo check this result ',positive
'return calgettimeinmillis preceding code wont work with jdk ',positive
'todo didnt check the height yet ',positive
'fixme weve cloned the chart but the datasets arent cloned and should that ',positive
'todo not serialized yet ',positive
'firstmondayafter calgettimegettime preceding code wont work with jdk ',positive
'this may negative ',positive
'todo implemented ',positive
'todo the subplot areas needs moved out the plot into the plot state ',positive
'todo shift block down bottom ',positive
'todo might good idea keep reference the color specified setpaint setcolor rather than creating new object every time getpaint called ',positive
'todo for now are ignoring the height constraint ',positive
'first determine the size the chart rendering area todo workout insets for swt ',positive
'todo implement properly ',positive
'todo this must wrong ',positive
'todo didnt check the width yet ',positive
'hack ensure the newly created awt fonts will rendered with the same height the swt one ',positive
'todo shift block right half ',positive
'fixme need locale well timezone ',positive
'todo shift block over right ',positive
'need update the crosshair values ',positive
'todo find better localization key ',positive
'todo this attribute should transferred the renderer state ',positive
'fixme implement this low priority ',positive
'fixme the xyitemrenderer interface doesnt specify the getannotations method but should ',positive
'defer argument checking ',positive
'calculate the adjusted data area taking into account the effect this assumes that there renderer all this effect bit ugly hack ',positive
'todo add constructors for combinations number and date formatters ',positive
'todo move plot state ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'defer argument checking ',positive
'fixme should really assert value here ',positive
'these annotations only work with xyplot see possible make contourplot subclass xyplot ',positive
'fixme should really assert value ',positive
'not strictly necessary since the renderer set for the parent plot not used ',positive
'todo complete this ',positive
'todo fix output when this flag set true ',positive
'todo move the above the plot state ',positive
'fixme this code means that not possible use more than one domain axis for the combined plots ',positive
'end workaround ',positive
'todo could change this itemfillpaint for backwards compatibility might require usefillpaint flag ',positive
'redraw should not trigger another change event ',positive
'unused parent ',positive
'todo jfreechart put this method the interface ',positive
'todo rotate the image when drawn with horizontal orientation ',positive
'todo implement this properly ',positive
'fixme this should generate series change event ',positive
'create entities fixme these methods should defined ',positive
'fixme the renderer interface doesnt have the drawdomainline method have rely the renderer being subclass which lame ',positive
'fixme this attribute not used deprecate ',positive
'todo coding the event with some information about what changed the dataset could make the recalculation the interval more efficient some cases for instance the change just update yvalue then the xinterval doesnt need updating ',positive
'the method want isnt the interface ',positive
'fixme what value null next line ',positive
'todo this needs move into the renderer state ',positive
'todo implement this method properly ',positive
'hack ensure the newly created swt fonts will rendered with the same height the awt one ',positive
'unused but must return something while are ',positive
'fixme perhaps should clone the data list ',positive
'are rendering the values percentages need calculate the total for the current item unfortunately here end repeating the calculation more times than strictly necessary hopefully ill come back this and find way add the totals the renderer state the other problem implicitly assume the dataset has negative valuesperhaps that can fixed too ',positive
'note would nice precalculate this per series ',positive
'assume that all other paint instances implement equals and hashcodeof course that might not true but what can about ',positive
'fixme use other fields too ',positive
'all attributes are immutable can just return the superclone fixme fact the generator itself immutable cloning not necessary ',positive
'heres quirk the api has been defined terms plain timeperiod which cannot make use the timezone and locale specified the constructorso only the time zone pegging the period instanceof regulartimeperiod ',positive
'now handle specific plot types and yes know this some really ugly code that has manually updated any time new plot type added should have written something much cooler but didnt and neither did anyone else ',positive
'todo urlencode ',positive
'todo revert svn revision jfreechart jdk issues todo then change visibility all darker methods except darkerpaint private ',positive
'todo replace getsize getbounds ',positive
'todo check threshold ',positive
'fixme add boolean ',positive
'fixme add boolean ',positive
'now handle some special cases yes ugly code alert ',positive
'fixme probably makes sense allocate array colors and lazily populate this array ',positive
'todo need fetch this from localised resources ',positive
'fixme getvalueformat method ',positive
'here could probably little faster searching for both indices simultaneously but ill look that later seems like matters ',positive
'todo complete this ',positive
'fixme this attribute never used deprecate ',positive
'fixme clone the attributed string not null ',positive
'report this ',positive
'this may obsolete not used anywhere ',positive
'todo this good idea ',positive
'kludge make everything work when rows returned ',positive
'todo shift block down half ',positive
'fixme better ask the renderer instead datasetutilities ',positive
'todo implement the entity for the annotation ',positive
'needs improved ',positive
'not used plot ',positive
'fixme need locale well timezone ',positive
'todo for jfreechart this method should the shapeutilities class ',positive
'well have use the method the interface but this doesnt have the paint and stroke settings ',positive
'fixme check that there isnt already series with the same key ',positive
'know its bad create object better idea ',positive
'fixme clone generator ',positive
'todo use generator here ',positive
'todo think need make sure the keys are actually cloned whereas the paint instances are always immutable theyre ',positive
'fixme draw outliers ',positive
'todo think need make sure the keys are actually cloned whereas the stroke instances are always immutable theyre ',positive
'not implemented ',positive
'returns string representing the week week todo look return string representing the week ',positive
'fixme show dialog with the error ',positive
'todo draw the interval marker with effect ',positive
'todo add serialization support for images ',positive
'could make this configurable ',positive
'todo see need apply some line color and style the axis traces ',positive
'fixme implement this ',positive
'annotation that allows image placed some location link xyplot todo implement serialization properly image not serializable ',positive
'the plot field not tested ',positive
'not check there paint defined for the specified key ',negative
'range range ',negative
'height but width must constrained ',negative
'need fill the buffer ',negative
'check that the clone doesnt share the same underlying arrays ',negative
'now replacing the dataset should update the axis range ',negative
'minortickcount ',negative
'create dataset ',negative
'check that the renderer has corresponding dataset doesnt matter the dataset null ',negative
'build first tab ',negative
'comparable ',negative
'row background paint for the chart ',negative
'mercurypaint ',negative
'period ',negative
'should get for negative index ',negative
'create legend requested ',negative
'segment fromsegment getsegmentfrom fromsegmentinc segment tosegment getsegmentto tosegmentdec ',negative
'dispose any fonts have created ',negative
'case comparing another timeseriesdatapair object ',negative
'empty cell row ',negative
'the following angle calc will ensure there isnt top vertical axis this may useful you dont want any given criteria appear move important than the others cat catcount ',negative
'create the colorchange dialog ',negative
'draw the item labels there are any ',negative
'build second tab ',negative
'you can add null list would have been better this required emptylist ',negative
'row ',negative
'check previously colinear ',negative
'set the plot properties ',negative
'draw the standard deviation lines before the shapes theyre visible looks better the shape fill colour different the line colour ',negative
'labelsetfontfont ',negative
'create event with special flag setthe purpose this communicate the plot the default receiver the event that series visibility has changed the axis ranges might need updating ',negative
'dont need anything ',negative
'need instantiate this ',negative
'row ',negative
'rosehighlightpaint ',negative
'return the appropriate axis editor ',negative
'timeseriesdataitem item ',negative
'create the new font and set into the title label ',negative
'shape visible ',negative
'check regular value ',negative
'test collection which doesnt define all tasks all series ',negative
'xyseries ',negative
'row ',negative
'when the dataset contains one more series but those series contain items expect the value range null ',negative
'use colored text field show the color ',negative
'not first tick displayed tick label ',negative
'create the fontchange dialog ',negative
'the following code barl javad coordinates the left end the bar for horizontal bar chart and the top end the bar for vertical bar chart whether this the base the bar not depends also whether the data value negative relative the base value and whether not the range axis inverted this only matters ifwhen apply the minimumbarlength attribute because should extend the nonbase end the bar ',negative
'get the item count for the series that can know which the end the series ',negative
'deal with range axis ',negative
'shape filled ',negative
'set the range axis display integers only ',negative
'convert the font size for awt height pixels for swt ',negative
'pass the click the plot rely the plot post plot change event and redraw the chart ',negative
'use item paint for outlines default not outline paint ',negative
'handle the special case where the dataset has yintervals that want measure ',negative
'categoryplot plot ',negative
'deal with domain axis ',negative
'were doing this for testing only and make sure that only add data ascending order xvalue ',negative
'verify max value ',negative
'change series outline stroke ',negative
'verify min value ',negative
'check inherited attribute ',negative
'gridbandpaint ',negative
'starts the back wraps around front and finishes back again ',negative
'deal with plot appearance ',negative
'test customised instance ',negative
'row orientation ',negative
'rangeaxislocation ',negative
'row ',negative
'here change the affinetransform can draw the annotation larger area and scale down into the display area afterwards the original transform restored ',negative
'row background paint ',negative
'time zone ',negative
'row stroke ',negative
'clip top and bottom bounds data area ',negative
'check dataset with one time period ',negative
'bar ',negative
'cant anything ',negative
'sectionoutlinepaint ',negative
'use valuemarker for the tests because need concrete subclass ',negative
'bordervisible ',negative
'consistent with other graphicsd implementations ',negative
'validate base timeline exclusions added timelines esceptions ',negative
'domainaxislocation longer separate field but test anyway ',negative
'row keys ',negative
'private tickunits standardtickunits ',negative
'backgroundimage ',negative
'try unknown column key ',negative
'minorticklength ',negative
'when the dataset contains one more series but those series contain items still expect the range null ',negative
'labelfont ',negative
'tblrc bottom and right only ',negative
'build the third tab ',negative
'need resize the buffer ',negative
'column keys ',negative
'even though the axis not visible need ticks for the gridlines ',negative
'and cancel buttons ',negative
'does nothing override necessary ',negative
'dont zoom unless the mouse pointer the plots data area ',negative
'there tool tip expect generate the title and alt values only add empty alt there tooltip ',negative
'borderstroke ',negative
'ensure have maximum value use the axes ',negative
'dispose resources own but user must dispose ',negative
'remove plot but plot removed instead ',negative
'set the line style solid default ',negative
'are starting new series path ',negative
'apply dash style any ',negative
'too slow look every data item lets just look the first middle and last items ',negative
'showing estyle ticks negative exponent generating tick value between show fewer ',negative
'axislabelpaint ',negative
'properties save print zoom tooltips ',negative
'retrieve the swt font description indept way ',negative
'collect entity and tool tip information ',negative
'create new awt font with the appropiate data ',negative
'and independent ',negative
'for now simply want extract the chars from the iterator and call unstyled text renderer ',negative
'first get the range without the interval then expand for the interval width ',negative
'see comment above swtcolor ',negative
'renderinghints ',negative
'next setup the plot area ',negative
'thismycolor new colorgetdisplay colorgetrgb ',negative
'seems the same ',negative
'swt and awt share the same style constants ',negative
'set the axis properties ',negative
'fixme add setbasestrokestroke boolean ',negative
'create the dataset ',negative
'null will returned ',negative
'subtitles ',negative
'erase the previous zoom rectangle any only need this are using xor mode which when were not using the buffer there buffer then the end this method just trigger repaint ',negative
'borderpaint ',negative
'draw the markers that are associated with specific dataset ',negative
'title ',negative
'start with unit that least the axis length ',negative
'backgroundpaint ',negative
'adjust the plot area for interior spacing and labels ',negative
'plot ',negative
'create the chart ',negative
'add item entity this information being collected ',negative
'try ',negative
'reference ',negative
'pdfdocument class will null the function will return false ',negative
'special case the bar colour has alpha draw nothing ',negative
'private double angle ',negative
'avoid draw overlapping tick labels ',negative
'check independence ',negative
'null key should throw ',negative
'adding something the returned list should not change the chart ',negative
'axissetlowerbound assertequals axisgetlowerbound epsilon ',negative
'perform the zoom each range axis ',negative
'include legend ',negative
'draw the domain grid lines any ',negative
'chart title ',negative
'check for bounds interval that includes ',negative
'outlinepaint ',negative
'deregister the collection change listener each series the collection ',negative
'private paint arrowpaint ',negative
'value ',negative
'case comparing another timeperiod object ',negative
'align this rectangle the frameanchor ',negative
'data include legend tooltips urls ',negative
'standard test ',negative
'setup for collecting optional entity info ',negative
'private numbertickunit tickunit ',negative
'nothing item not visible ',negative
'drawingsupplier ',negative
'get the previous point and the next point can calculate hot spot for the area used the chart entity ',negative
'use reflection get the svg string ',negative
'legenditempaint ',negative
'suppress shadow generation because svg vector format and the shadow effect applied via bitmap effects ',negative
'clear any exceptions this timeline ',negative
'create array xindex hold new column indices ',negative
'domainaxis ',negative
'stategetbarwidth ',negative
'wallpaint ',negative
'selected rectangle shouldnt extend outside the data area ',negative
'the axes use linear scale you can uncomment the code below and switch the alternative transxtransy calculation inside the loop that follows little bit faster then int int dataareagetminx int int dataareagetwidth int int dataareagetmaxy int int dataareagetheight double domainmin double domainlength domainmin double rangemin double rangelength rangemin ',negative
'close ',negative
'reserve some space for the domain axis ',negative
'serieskey ',negative
'check that the listener lists are independent ',negative
'shadowpaint ',negative
'reset the min and max ',negative
'private stroke arrowstroke ',negative
'return the override there one ',negative
'shadowvisible ',negative
'bar not visible ',negative
'actual value set below ',negative
'ticklabelpaint ',negative
'parameter value the mathlog function based not ',negative
'thermometerpaint ',negative
'appenddata writes new data the index position given newestat when adding new data dynamically use advancetime followed this ',negative
'now try reject equality ',negative
'barpainter ',negative
'the axis not visible dont draw ',negative
'xybarpainter ',negative
'shadowxoffset ',negative
'errorindicatorpaint ',negative
'draw the plot axes and data visualisation ',negative
'small log values and lower bound value too small then set small value dont allow ',negative
'find optimum height ',negative
'private double tipradius ',negative
'add second dataset plotted against second axis ',negative
'note that for consistency with the awt implementation necessary switch temporarily the foreground and background colours ',negative
'work out scaling required ',negative
'private double arrowlength ',negative
'dont draw this tick label ',negative
'private double baseradius ',negative
'redraw the zoom rectangle present usebuffer false use xor can xor the rectangle away again without redrawing the chart ',negative
'private boolean ',negative
'set the outline paint fully transparent then the legend shape will just have the same colour the lines drawn the renderer ',negative
'first field contains the row key ',negative
'weight ',negative
'tblrc bottom and center only ',negative
'now map the dataset the second xaxis ',negative
'gclipcliparea ',negative
'five dates check ',negative
'from intervalxydataset ',negative
'private double labeloffset ',negative
'handle panning have start point else unregister ',negative
'bufferedimage image ',negative
'mgs using the methods return value was missing ',negative
'tblrc top and left only ',negative
'get upper bound value ',negative
'value ',negative
'unregister the collection change listener each series the collection ',negative
'stroke ',negative
'create the renderer ',negative
'replace existing series ',negative
'category ',negative
'add entity for the item but only falls within the data area ',negative
'categoryanchor ',negative
'start check and ',negative
'tickmarkposition ',negative
'test default instance ',negative
'check that setting the min date something after the current min date works ',negative
'offset the start the boxes the total width used smaller than the category width ',negative
'tickunit ',negative
'draw the category labels and axis label ',negative
'timeline ',negative
'negative values are allowed parameter value the mathlog function based not ',negative
'range ',negative
'suppresses compiler warning ',negative
'case comparing another object ',negative
'the following fields are inherited from the ',negative
'the bug still present this leads endless loop ',negative
'tblrc top and bottom only ',negative
'end check and ',negative
'middle check and ',negative
'this series belongs dataset the dataset might veto the change results two series within the dataset having the same key ',negative
'jfreechart chart ',negative
'remember value negative ',negative
'empty dataset should return null range ',negative
'changing the item that was added should not change the series ',negative
'basestroke ',negative
'end point either lower left corner vertical gradient end point upper right corner horizontal gradient ',negative
'argument checking delegated ',negative
'try empty dataset should return null range ',negative
'shapelocation ',negative
'the row may not have entry for this key which case the return value null ',negative
'test independence ',negative
'here need update the for the popup menu the panel has one ',negative
'private double arrowwidth ',negative
'both axes ',negative
'end check ',negative
'reserve space for the range axes any ',negative
'start check ',negative
'case comparing nontimeperiod object ',negative
'fetch listeners from local storage ',negative
'case object mutable but not publiccloneable ',negative
'work out the space required the domain axis ',negative
'middle check ',negative
'check retrieve value key ',negative
'get desired width and height from somewhere then ',negative
'plot data ',negative
'shifting with delta does not change the range ',negative
'set axis bounds both greater than ',negative
'get the column names and cache them ',negative
'check that changing tick label font doesnt change ',negative
'check that changing tick label paint doesnt change ',negative
'null dataset throws ',negative
'check that changing category label tooltip doesnt change ',negative
'the popup menu has already been triggered then ignore dragging ',negative
'lowermargin ',negative
'check for both bounds smaller than ',negative
'the line visible wasnt wed have returned false from within the while loop above ',negative
'the categorydataset interface expects list series but weve stored them array ',negative
'categorymargin ',negative
'uppermargin ',negative
