'technically incorrect here need wrap null values bshprimitivenull however the thisinvokemethod will that much for need generate conditional here test for null and return primitivenull ',positive
'looks bad with the apparently ',positive
'very subtle leave this for extra line will added the scroll line count ',positive
'only works for jedit plugins ',positive
'warning null callstack here dont think need stack trace indicate how sourced the method ',positive
'does matter that this doesnt set the type correctly ',positive
'jun waitfor hangs some java implementations ',positive
'feb catch throwable here rather than exception kaffes implementation runtimeexec throws ',positive
'two plugins provide same class ',positive
'this really should longdecode but there isnt one result hex and octal literals ending dont work ',positive
'broken class ',positive
'while its broken have null symlinkpath some older plugins might ',positive
'this not good need way update eval without reinstalling that can reeval params etc when classloader changes look into this ',positive
'this seems make nested readlock calls work okay but have idea actually fixes things not ',positive
'but hypersearch results window floating the workaround causes problems ',positive
'set the buffers path caveat wont work save called with relative path but dont think anyone calls like that anyway ',positive
'todo movex shouldnt rely calling next times ',positive
'bug there are multiple selections different contexts the wrong comment strings will inserted ',positive
'fix for this bug put mode into the user dir with the same name one the system dir reload edit modes old mode from system dir still used for highlighting until jedit restart ',positive
'apparently some environments you cant catch the security exception all applet will probably have work around ',positive
'exists remove and add the end avoid memory leak ',positive
'race condition here ',positive
'use special cheats that speed the code currently about but may cause problems with future maintenance and add the class file size about bytes ',positive
'original note jdk under win throwing these warn about lower case upper case possible mismatch bshconsole bshconsole update prior were squeltching which was very annoying cannot reproduce the original problem and this was never valid solution there are legacy vms that have problems can include more specific test for them here ',positive
'this shouldnt happen but ',positive
'nov calling this drive letter windows causes drive access ',positive
'aug java has broken getcanonicalpath ',positive
'dont generate private loosely typed fields note loose types arent currently parsed anyway ',positive
'the view should not null but some plugins might this ',positive
'caching not correct and doesnt seem help name genclass ',positive
'dialogs fuck things menu visible etc new ',positive
'charatindexn may unknown readerinputstream fixme match after newline multiline mode ',positive
'this class not very fast ',positive
'note this method incorrectly caches the method structure needs cleared when the classloader changes ',positive
'xxx action bar might not temp ',positive
'wonder the lack this broke anything the past ',positive
'implement string value according the jls value may anything beanshell well disallow void undefined values should map them the empty string ',positive
'this should before dockables are initialized ',positive
'this right ',positive
'should this for both cases above ',positive
'need loosen this any throwable need handle that interpreter somewhere check first ',positive
'fucking gtk look and feel ',positive
'note this implementation temporary currently keep flat namespace the base name classes beanshell cannot the process defining two classes different packages with the same base name remove this limitation requires that work through namespace imports analogous using the same path regular class import resolution this workaround should handle most cases well try for now ',positive
'copy and paste from ',positive
'wish could make this friendly only namespace ',positive
'undocumented hack allow browser actions work xxx clean ',positive
'look for default invoke handler method the namespace note this code duplicates that namespace getcommand that ',positive
'this should per instance ',positive
'can use the proxy mechanism cast bshthis the correct interface ',positive
'redundant with constructor ',positive
'issues resolve here which classloader should define the class there bshclassloader should define there should use reflection set nonbsh classloader there one should always create bsh classloader and expose its defineclass ',positive
'could refactor these bit ',positive
'note this class essentially just delegates most its methods its parent the setvariable indirection very small could probably fold this functionality back into the base namespace special case but this has changed few times like leave this abstraction for now ',positive
'simplified these settings little ',positive
'should check for strict java here and use isjavaassignable instead ',positive
'workaround for swing rendering labels starting with html using the html engine ',positive
'look for default invoke handler method the namespace note this code duplicates that thisjava should call this can never command ',positive
'this method nightmare ',positive
'consoleinterface the interpreter reflexively implements the console interface that uses should clean this using inner class implement the console for ',positive
'caseinsensitive workaround ',positive
'wrap nulls this bit cludge address deficiency the class generator whereby does not wrap nulls method delegate see class generatorjava fix that then can remove this just have generate the code there ',positive
'switch eats multilevel break here not empty statement ',positive
'check for field object note could eliminate throwing the exception somehow ',positive
'xxxx reevaluate this can getsuper work itself now were class instance and the parent also class instance then super means our parent ',positive
'wish protected access were limited children and not also package scope want this singleton implemented various children ',positive
'imported full name wasnt found absolute class compound try resolve inner class maybe this should happen the bshclassmanager ',positive
'cant this combined with run run seems have stuff for interactive noninteractive compare them side side and see what they differently aside from the exception handling ',positive
'null value just declaration note might want keep any existing value here instead reset ',positive
'can this factored out should adding the here instead ',positive
'catch the mismatch and continue try the next note this innefficient should have isassignablefrom that doesnt throw ',positive
'should use tryfinally here pop ',positive
'note this could made clearer adding inner class for the cases and object context for the child traversal ',positive
'hack sticking first interpreter that resolves this see comments type instance variable ',positive
'note incorrect here are using the hack bsh class manager that allows lookup base name need eliminate this limitation working through imports see notes class manager ',positive
'this the namespace which the method set backreference for the node which needs execute under this namespace not necessary declare this transient because can only saved part our namespace anyway currently ',positive
'replace this cocoa api calls later ',positive
'scripting classes currently requires accessibility this can eliminated with bit more work ',positive
'this could static ',positive
'thanks slava pestov jedit fame for import caching enhancements note this class has gotten too big should broken down bit ',positive
'register attribute declaration for later retrieval format string type string default value int value type todo something with attribute types ',positive
'todo get cast and boxing working byte the basetype wrapper type then need get the primitive type class for the base type here order for the cast allow then boxing will happen naturally the arrayset integer ',positive
'note will move this behavior out subclass namespace but well start here ',positive
'this particularly nasty bit code that checks for parameter entity reference but peeks ahead catch the parameter entity declarations ',positive
'should cache this subject classloader change message evaluation the formal parameter simply resolves its type via the specified namespace doesnt modify the namespace ',positive
'notes would not hard eliminate the use orgobjectwebasmtype from this class making the distribution tiny bit smaller ',positive
'stupid caret will automatically incremented ',positive
'spacing workaround ',positive
'dont know any other way fix this since invoking this command from menu results the focus owner being the menu until the menu goes away ',positive
'little hack for reverse replace and find ',positive
'static methods that operate compound separated names guess could move these stringutil someday ',positive
'note which these things should checked parse time run time ',positive
'this part sucks ',positive
'windows bug workaround case yesno confirm was shown ',positive
'clear name resolvers dont know this necessary ',positive
'this stupid and misleading but path not used anywhere except the above line and this done after the continue then will either hang forced duplicate inside the buffer null add finally clause you decide which ones worse ',positive
'too tired think better way handle this right now ',positive
'hacked bufferiorequest send vfsupdates case two stage save off now ',positive
'some other primitive should avoid calling methods primitive name cant treat primitive like object message but the hole useful right now ',positive
'change the parent which was the class static the class instance really need check were static inner class here first but for some reason java wont show the static modifier our fake inner classes could generate flag field ',positive
'this where checked exceptions piss off this method only uses stringreader which can never throw exception ',positive
'any subexpressions didnt terminate they dont count todo check this code ever gets hit ',positive
'parse pattern into tokens does anyone know its more efficient use char than stringcharat assuming ',positive
'note object only used here for precondition get rid ',positive
'why both these ',positive
'cut off from parent must have our own class manager cant this the run command needs resolve stuff should default when create namespace will parent class manager ',positive
'note the bsh command code should probably not here need scope the namespace that imported the command probably needs integrated into namespace ',positive
'this could smarter ',positive
'was explicitly imported but dont know what should throw error here ',positive
'note need form eval that passes the callstack through ',positive
'primary interpreter set and get variable methods note these are squeltching errors should they ',positive
'workaround for jdk bug where systeminavailable returns too large value this bug has been fixed jdk ',positive
'somewhat hack the special fields are visible were operating relative this type already dissallow further this references prevent user from skipping things like superthiscaller ',positive
'should clean this single return statement ',positive
'implementation notes note may need some synchronization here note version dependency this base class jdk compatible however are forced use weak references the full featured implementation the optional bshclasspath package accomodate all the fleeting namespace listeners they fall out scope namespaces must informed the class space changes that they can uncache names perhaps simpler idea would have entities that reference cached types always perform light weight check with counter reference value and use that detect changes the namespace this puts the burden the consumer check appropriate times but could eliminate the need for the listener system many places and the necessity weak references this package ',positive
'note this impor pattern becoming common could factor out into importedobject vector class ',positive
'not sure should really recurse here for explicitly imported class parent ',positive
'the following two boolean checks were tacked this could probably smoothed out ',positive
'notes this broken finds public but less specific methods over nonpublic but more specific ones needs rewritten eliminate should implement the that uses the publiconly flag should also operate two passes give standard java assignable matches priority over extended bsh type matches ',positive
'unixworkaround constructor ',positive
'drag and drop support just move the code jedittextarea but depends jdk apis ',positive
'next version remove this ',positive
'compatibility kludge for jedit and earlier ',positive
'stupid scrollbar policy attempt work around bugs people have been seeing with ibms jdk sep ',positive
'this weird hack dont want insert the search bar the search bar has focus ',positive
'aha this probably the only way fix this ',positive
'this dirty hack and relies the fact that updates for parents are sent before updates for the changed nodes themselves this was not the case the browser wouldnt updated properly delete etc avoid causing request errors dont reload directory request already active ',positive
'consume this work around the bug where atab window switching activates the menu bar windows ',positive
'guess translated events not have the evt field set consuming wont work dont think this problem nothing uses translation anyway ',positive
'this hack and really needs done better ',positive
'copy and paste from resyntaxmatcher make syntax package independent jedit itself ',positive
'stupidity ',positive
'this doesnt seem very correct but fixes problem when setting the initial caret position for buffer from the recent file list ',positive
'dont try this home ',positive
'silly that reference the vertical scroll bar here directly this that the horizontal scroll bar flush with the vertical scroll bar ',positive
'xxx clean this conditional ',positive
'temporary hack support inner classes the obj nonstatic inner class then import the context this not sufficient emulation inner classes replace this later ',positive
'workaround for swings annoying processing labels starting with html which often breaks ',positive
'fucking gtk look and feel ',positive
'hack that select all does not change current buffer ',positive
'occurence occurs the beginning the selection the selection start will get moved this sucks hack avoid ',positive
'silly bug workaround you look the above code note that restore the saved caret position first then scroll the saved location however the caret changing can itself result scrolling different location than what was saved and since movecaretposition calls the bracket highlights out bounds calculation will rely different set physical firstlast lines than what will end with eventually instead confusing the user with status messages that appear random when switching buffers simply hide the message altogether ',positive
'this sloppy hack fix bug hitting return after collapsed fold the idea that extend the range then the problem described the bug happends the insert the very end the range dont extend instead push the insert into the next range however for this work properly also have mess with screen line counts ',positive
'need this bullshit scroll bar policy for the preferred size hack work ',positive
'xxx keep the createclassmanager getclassmanager then can axe this ',positive
'note this class messy the method and field resolution need rewritten various methods here catch nosuchmethod nosuchfield exceptions during their searches these should rewritten avoid having catch the exceptions method lookups are now cached high level they are less important however the logic messy ',positive
'the sooner ppl move the new api the less well need crap like this ',positive
'nasty hardcoded values ',positive
'xxx magic number ',positive
'workaround for uncooperative windows ',positive
'have this hack until vfspath class written ',positive
'stupid swing ',positive
'none the others are ever meant removed retarded this needs fixed eventually for plugins might want weird stuff jedits ',positive
'this retarded excuse while drool and make stupid noises ',positive
'retarded gtk look and feel ',positive
'should probably error ',positive
'there must better way fixing this the problem that this method can sometimes called result text area scroll event which case the caret position has not been updated yet ',positive
'perhaps here would want guard with property for parallel backups not ',positive
'this such bad way doing but well ',positive
'while this might questionable some menus depend properties ',positive
'get available screens this nasty but since arent dealling with many items should fine ',positive
'methods that really shouldnt public ',positive
'unixworkaround class ',positive
'perhaps xerces wasnt slightly braindamaged would not need this ',positive
'moved guiutilities makes sense being here ',positive
'hack need more direct way obtaining view method ',positive
'review how resolve this discrepancy ',positive
'ugly workaround ',positive
'windows work around ',positive
'hack since helpviewer needs url ',positive
'why object the args ',positive
'should implement getminimumlength any ideas ',positive
'move ',positive
'they never taught you this undergrad computer science ',positive
'should cache info not class case too ',positive
'wtf ',positive
'xxx hairy code that basically just functional port some other code barely understood ',positive
'first try for accessible version the exact match this first lookup seems redundant with below but apparently needed this whole thing messy ',positive
'work around for broken ftp plugin ',positive
'hack move the spaces the front ',positive
'this feels sloppy especially for nonus locales ',positive
'hack get fixed length length field ',positive
'have deal with assembly the programmer can writing little byte chunks for all know and must assemble complete records for writing review maybe this should tarbuffer could that help eliminate some the buffer copying ',positive
'hack done fix bringing the window the front least windows frametofront doesnt cut remove the iswindows check its broken under other oses too ',positive
'this method should rewritten use getfields and avoid catching exceptions during the search ',positive
'hack ',positive
'this should probably reflectjava ',positive
'notes see notes this method should rolled into ',positive
'note using signaturekey this way dangerous the pathological case user could eat memory caching every possible combination argument types untyped method maybe could smarter about ignoring the types untyped parameter positions the method resolver could return set hints for the signature key caching there also the overhead creating one these for every method dispatched what the alternative ',positive
'crusty workaround ',positive
'workaround for akeys producing garbage windows ',positive
'addtofavorites which static method for convinience needs instance the vfs pass hence this hack ',positive
'allow getthis work through blocknamespace the method namespace xxx reeval this need ',positive
'these are used eliminate code duplication dont normally use the visitor template method pattern but this code was contributed peter cox and dont feel like changing around too much ',positive
'fuck dead ',positive
'stupid hack handle referencing rule set that defined later ',positive
'jdk workaround ',positive
'should the next two public maybe ',positive
'note this method and should rewritten invert this logic that exceptions need caught unecessarily this just temporary impl return the field null not found ',positive
'note need singleton here that things like this this work and probably good idea for speed caching single instance here seems technically incorrect considering the could different under some circumstances case child interpreter running source eval command however the effect just that the main interpreter that executes your script should the one involved callbacks from java not know there are corner cases where child interpreter would the first use this reference namespace that would even cause any problems did could some experiments find out and necessary could cache per interpreter basis had weak references might also look skipping over child interpreters and going the parent for the declaring interpreter wed sure get the top interpreter ',positive
'resolve relative class type static field inner class ',positive
'some regexps itself have length implement this hack you dont understand whats going here then back watching mtv ',positive
'optimization classofstaticmethod set then have already been here and determined that this static method invocation note maybe factor this out with path below clean ',positive
'this will probably not get used object type ',positive
