@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data

'bug should rely xmlcalendar normalize dave value ensure that all date value fields are taken into account ',positive
'this error ',positive
'wont compile with vaj nojikes object adapter ',positive
'eatm must fix isset bits ',positive
'eatm must fix isset bits ',positive
'this error ',positive
'line comments the end annotations are not part the range annotation todo not including line comments the end annotations bug ',positive
'eatm jdk there will indexof stringbuffer ',positive
'todo factor into genbaseimpl ',positive
'eatm call the deprecated method which does the same thing but might have override older code ',positive
'todo factor into genbaseimpl ',positive
'unused ',positive
'todo factor into genbaseimpl ',positive
'call workaround ',positive
'todo deprecate since getpluginclass longer called ',positive
'ensure that this race condition thread safe doesnt matter who wins the race ',positive
'todo factor into genbaseimpl ',positive
'todo this assumes only get set notification which isnt good assumption ',positive
'dms handle this well ',positive
'unused ',positive
'tbd can come with better algorithm for choosing the default label feature ',positive
'dms should let this exception out ',positive
'dms what eclipse running but invalid facade has been specified still should format code use encoding ',positive
'dms better job with specific exceptions just use chained runtimeexceptions ',positive
'the delegate uri can handled file well hope that renaming will really efficient ',positive
'dms why not this new ',positive
'assume that its attribute for now willcould become reference the type resolves eclass ',positive
'nothing for now and avoid propagating the exception how should builders handle cancel ',positive
'this fallback however this should never called ',positive
'todo fix the space above ',positive
'todo remove this bogus empty line ',positive
'todo handle class cast exception better ',positive
'dont know should run this deferred because might have give the editor chance process the viewer update events and hence update the views first ',positive
'this big festering hack make the images the right size from the start ',positive
'eatm demand create metadata needs depend processing mode ',positive
'todo this really quite attrocious since there code that will assume iterator that returns strings ',positive
'tbd return user selected subset referenced packages that contain super classes classes this package ',positive
'call the workaround ',positive
'tbd rethink where exactly some the following methods belong genmodel genpackage ',positive
'there are multiple variables declaration separate this variable fragment into separate declaration ',positive
'eatm this would wrong ',positive
'call workaround ',positive
'revisit remove this code ',positive
'the label not used ',positive
'dms why not this new ',positive
'motif kludge would get something random instead null ',positive
'todo what should the etype now ',positive
'this runs the operation and shows progress appears bad thing fork this onto another thread ',positive
'eatm kind hacky ',positive
'dms why not this new ',positive
'dms why not this new ',positive
'this runs the operation and shows progress appears bad thing fork this onto another thread ',positive
'this kludge deal with enumerators which crash the doswitch ',positive
'this kludge deal with enumerators which crash the doswitch ',positive
'this copied from ',positive
'eatm this might better written single loop for the eobject case ',positive
'dms why not this new ',positive
'dms why not this new ',positive
'second alternative should getmodelproject ',positive
'todo this really quite attrocious since there code that will assume iterator that returns strings ',positive
'todo hack that should removed ',positive
'todo specialize this return resource locator for messages specific this validator ensure that you remove generated mark generated not ',positive
'todo concerned that folders will often return even should consider something exist even though access unauthorized forbidden ',positive
'only filescheme uris will reencoded uri was decoded the workaround above and platformresolve didnt return filescheme uri then this will return decoded uri ',positive
'this functionality should eventually away replaced model exporters well just delegate the deprecated genpackage method the monitor isnt used wont pass ',positive
'the eannotations and egenerictype are possible containment references well move them instead copying ',positive
'note registry based authority being removed from new spec for uri which would obsolete rfc the spec added xml errata processing regname needs removed mrglavas ',positive
'temporary structure hold nodes attributes namespaces scope ',positive
'hack reading encoding ',positive
'because the old factoring approach the create method might the case that the state the old value has changed the time get here and that case dont want duplicate the removals this code ',positive
'there are multiple variables declaration separate this variable fragment into separate declaration ',positive
'revisit remove this code store port value string instead integer ',positive
'todo this faster than many charat calls ',positive
'revisit remove this code ',positive
'revisit really need support block names unicode can just create all the names isblockname format xml schema rec ',positive
'note registry based authority being removed from new spec for uri which would obsolete rfc the spec added xml errata processing regname needs removed mrglavas ',positive
'revisit remove this code store port value string instead integer ',positive
'bubble sort why many cases thisranges has few elements ',positive
'per schema not clear the result returned should valid uri for the future plant support iris then better not massage the initialvalue should thought consider where would the best way validate anyuri values ',positive
'note that the way they are sorted the values indexi always increase the objects are added from right left the list eatm todo could make this more efficient grouping the adds when indices increment one that single grouped notification would result ',positive
'todo deprecate since longer used geteditpluginclass gettestsuiteclass ',positive
'there are multiple variables declaration separate this variable fragment into separate declaration ',positive
'dms should let this exception out ',positive
'dms should let this exception out ',positive
'dms factor this into method use nonstatic subclass ',positive
'dms this doesnt really produce nice output ',positive
'tbd filter out volatile and other inappropriate links ',positive
'dont know this should run this deferred because might have give the editor chance process the viewer update events and hence update the views first ',positive
'todo processing instructions are not sent recordvalues ',positive
'todo comments are not sent recordvalues ',positive
'todo ignore for now ',positive
'todo handle situation when astjnode removed compilationunit null ',positive
'tbd return super classes classes this package that come from delegate package ',positive
'current char comma insert line break after should able find the comma because the range for enum constants includes all trailing comments the separator astrewrite changes this logic should change skip comments see ',positive
'todo translation ',positive
'todo binary incompatibility old override must override putall ',positive
'dont know this should run this deferred because might have give the editor chance process the viewer update events and hence update the views first ',positive
'this runs the options and shows progress appears bad thing fork this onto another thread ',positive
'dont know this should run this deferred because might have give the editor chance process the viewer update events and hence update the views first ',positive
'should able find the comma because the range for enum constants includes all preceding comments the previous constant astrewrite changes this logic should change skip comments see ',positive
'todo should generate this ',positive
'todo what about the instance type name and the fact that should matching its type argument structure they match far must assume they are okay and then check all the arguments ',positive
'dms this totally untested ',positive
'todo update this after old tests pass and then update the old tests reflect this change ',positive
'set options that want control ',negative
'get the end position the range for the previous node ',negative
'adding allows distinguish annotations from other members inner class verses annotation class ',negative
'get the adapter from the factory ',negative
'methods added ',negative
'ignore ',negative
'javadoc copied from interface ',negative
'add trailing comments necessary ',negative
'the target readonly can ask the platform release ',negative
'nothing ',negative
'entries dont have the same feature the feature maps arent equal ',negative
'attribute ',negative
'merge with existing file ',negative
'get the adapter from the factory ',negative
'walk the superpackages collecting the package names because empty packages are ommitted from the genmodel need walk the epackages ',negative
'empty block ',negative
'any features that delegate features this package ',negative
'see javadoc for explanation array encoding ',negative
'additional useful character classes including characters valid certain uri components and separators used parsing them out string ucschar escaped ',negative
'calls codecasexxxcode for each class the model until one returns non null result yields that result beginuserdoc enduserdoc return the first nonnull result returned codecasexxxcode call generated ',negative
'the target readonly can ask the platform release and may updated the process ',negative
'',negative
'find start position farthest preceding comment ',negative
'was the details button pressed ',negative
'set the tree viewer ',negative
'process the children the unittreenode recursively ',negative
'create code formatter for this compilation unit needed ',negative
'the name isnt qualified might primitive from javalang otherwise assume its the current package and use the nsprefix for the qualified package name ',negative
'determine the base url looking for the pluginproperties file the standard way ',negative
'the notification for this list being thrown the delegating list ',negative
'make sure our popups work ',negative
'remove type insert enum ',negative
'need screen out duplicates the unlikely event that have two features with the same classqualified name well only generate one property string that case and let the user add the second one manually necessary ',negative
'build mapping from classes list features that use them ',negative
'this runs the options and shows progress ',negative
'paths keep query only ',negative
'select the root object the view ',negative
'else absolute path keep and query ',negative
'listen selection that can handle special way ',negative
'the algorithm for the order the features this list should never change also the fact that new list created whenever the contents change something else that should never change there are clients who rely both these behaviors and they will need agree any change that they can adjust their own code ',negative
'this ensures that handle selections correctly ',negative
'empty block ',negative
'create adapter factory that yields item providers ',negative
'get the current time milliseconds since the epoch and adjust match the epoch required the specification ',negative
'get the first selected element ',negative
'otherwise the path needs only the remaining segments ',negative
'log the error ignore the change and continue ',negative
'absolute path path absolute path ',negative
'base conversion turning every bytes into base characters ',negative
'create composite with standard margins and spacing ',negative
'source method return type array getexceptions target not array addexception ',negative
'nothing ',negative
'and need set any cached genmodels holding the special ecore and xml packages ',negative
'calls codevalidatexxxcode for the corresponding classifier the model beginuserdoc enduserdoc generated ',negative
'this the page for the tree viewer ',negative
'empty last segment trailing separator ',negative
'refresh the necessary state ',negative
'set command without feature sets the value this wrapper hence replacing with new wrapper need special command wrapper that selects this new wrapper the affected object ',negative
'',negative
'maintain weak hash set the type parameter all referencing generic types ',negative
'force the project setup properly ',negative
'javadoc copied from interface ',negative
'ignore ',negative
'wizardcontainer variables ',negative
'return ',negative
'eparameter ',negative
'retrieve source node corresponding target ',negative
'ignore ',negative
'create default jetsettings file file ',negative
'subclasses may overrride ',negative
'save the resources the file system ',negative
'calls codecasexxxcode for each class the model until one returns non null result yields that result beginuserdoc enduserdoc return the first nonnull result returned codecasexxxcode call generated ',negative
'set the selection the widget ',negative
'etypeparameter ',negative
'save only resources that have actually changed ',negative
'this only avoid needing the emfobservablelist ',negative
'this the method that gets invoked when the operation runs ',negative
'ignore this since will throw exception when all else fails ',negative
'fill value byte ',negative
'this only avoid needing the emfobservablelist ',negative
'for enum constants use special range ',negative
'etypedelement ',negative
'the resolved object also present ',negative
'ecorepackage ',negative
'subclasses may override this method ',negative
'create resource ',negative
'something went wrong that shouldnt ',negative
'create package metadata objects ',negative
'fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte fill value byte ',negative
'should changed only required ',negative
'newline from the previous character data remains add generator for ',negative
'obtain create and register package ',negative
'remove the node ',negative
'initialize simple dependencies ',negative
'fill value byte ',negative
'obtain other dependent packages ',negative
'the intersection empty ancestor the mapping ',negative
'create classes and their features ',negative
'continue with different approach ',negative
'initialize created metadata ',negative
'this mapping isnt parent its children definitely wont either ',negative
'set bounds for type parameters ',negative
'make sure the collections arent identical ',negative
'initialize enums and add enum literals ',negative
'fill value byte ',negative
'add supertypes classes ',negative
'fill value byte ',negative
'',negative
'used check for parent null need find the top most model object not including the resource parent instanceof eobject only checks for trees model object space ',negative
'featuremapentry ',negative
'the work within operation because this long running activity that modifies the workbench ',negative
'resourcechange ',negative
'refresh the necessary state ',negative
'isolating the new objects ',negative
'this runs the options and shows progress ',negative
'featurechangeimpl ',negative
'set features and properties ',negative
'cache result ',negative
'this the page for the list viewer ',negative
'cache result ',negative
'insert line break and comment out the first line needed note that first line might move backward beyond node start comma the previous enum constant has been commented out ',negative
'resourcechangeimpl ',negative
'something went wrong that shouldnt ',negative
'featurechangeimpl ',negative
'change pattern defaults will have specify plain suffix main package case ',negative
'feature instance eattribute ',negative
'different than the edit and editor projects this method invoked while generating the model plugin xml ',negative
'make sure that all the old values are cached ',negative
'include only nonduplicate namespace declarations ',negative
'edatatype ',negative
'create the command stack that will notify this editor commands are executed ',negative
'',negative
'try select the items the current content viewer the editor ',negative
'caches the list value ',negative
'set the editors selection based the current viewers selection ',negative
'changefactory ',negative
'set options that want copy from the current definition ',negative
'sorting only the genmodels ',negative
'need careful that dont end requiring the namespace package just because the feature unqualified ',negative
'register package validator ',negative
'must have qualifier for attribute that needs qualified ',negative
'',negative
'fixedonly thisfixedstring ',negative
'cached already ',negative
'see prefix already exists current context ',negative
'initialize classes and features add operations and parameters ',negative
'default implementation does nothing ',negative
'initialize package ',negative
'walk the super types until reach root ',negative
'changeswitch ',negative
'try select the affected objects ',negative
'continue with instanceclass ',negative
'unwrap collection ',negative
'case ',negative
'javadoc copied from interface ',negative
'case notificationremove ',negative
'look for matching element the classifiers package but dont bother with the xml type packages document root ',negative
'create data types ',negative
'javadoc copied from interface ',negative
'egenerictypeimpl ',negative
'javadoc copied from interface ',negative
'return econtainer ',negative
'internal this specialized method add attributes for toproot element ',negative
'create containment one ',negative
'its intentional keep going ',negative
'javadoc copied from interface ',negative
'its intentional keep going ',negative
'javadoc copied from interface ',negative
'its intentional keep going ',negative
'nothing ',negative
'its intentional keep going ',negative
'initialize data types ',negative
'nothing ',negative
'dont really unset ',negative
'this the method that gets invoked when the operation runs ',negative
'',negative
'something went wrong that shouldnt ',negative
'etypeparameterimpl ',negative
'get the adapter from the factory ',negative
'set bounds for type parameters ',negative
'stop only cancel ',negative
'system bar ',negative
'get the adapter from the factory ',negative
'continue try different approach ',negative
'produce the supplemental character entity ',negative
'keep trying until all else has failed ',negative
'cant determine reading the file look the preferences instead ',negative
'etypedelementimpl ',negative
'since were invoking pluggedin code must defensive against cycles ',negative
'subclasses may override ',negative
'combine the two lists ',negative
'ecorefactoryimpl ',negative
'not sure the encoding supports this code point write character entity reference ',negative
'keep trying until all else false ',negative
'property ',negative
