@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data

'fixme formatters are not threadsafe ',positive
'xxx jon skeet the comment hasnt been done already may not strictly true wont configure the same attributestext more than once but may well add the children again unless ive missed something ',positive
'hate admit but dont know what happened here throw the exception ',positive
'just note starteam has status for new which implies that there item your local machine that not the repository these are the items that show not view the starteam gui one would think that would want perhaps checkin the new items not all cases steve cohen dec unfortunately the sdk doesnt really work and cant actually see anything with status new that why can just check out everything here without worrying about losing anything ',positive
'the generated classes must not added the generic jar that buggy old jonas ',positive
'todo this comment still relevant fixme need use saxsource the source for the transform can plug our own entity resolver ',positive
'this turned off temporarily there appears bug where recursive windows even pattern results unix results windows ',positive
'pattern now holds while string not exhausted this will generate false positives but can live with that ',positive
'fixme namespace empty namespace really ',positive
'fixme this actually not very cpu cycles friendly are converting from dos java while the underlying sun implementation will convert from java dos time for internal storage ',positive
'check first that not already loaded otherwise consecutive runs seems end into outofmemoryerror fails when there native library load several times this far from being perfect but should work most cases ',positive
'todo warning line that shows code which contains variable error will cause some trouble the parser should definitely much better ',positive
'todo this comment still relevant fixme need use saxsource the source for the transform can plug our own entity resolver ',positive
'xxx really dont like this the xml processor still too involved the processing better solution imo would create for project and target too and then process the tree and have projecttarget deal with its attributes similar with description eventually switch add support for dom things will work smoothly can avoided almost completely could still created demand for backward compatibility ',positive
'junit wraps solo tests this way can extract the original test name with little hack ',positive
'xxx ignore attributes different maybe store them ',positive
'borrowed from tokenfiltertest ',positive
'xxx move project shared all helpers ',positive
'what the property supposed ',positive
'hack for anttype value anttype component name which can namespaced need extract the name and convert from qualified name uriname ',positive
'theres convenient xsltc class version but data are private use package information ',positive
'stolen from the xercesj team which ascii characters need escaped ',positive
'bingo append this should normally not done here ',positive
'this faintly ridiculous ',positive
'cannot remove underscores due protected visibility ',positive
'todo not read yet public setter ',positive
'not know what the object class has multiple defines but this for logging only ',positive
'not sure what could the need this ',positive
'xxx jon skeet any reason for writing message and then using bare runtimeexception rather than just using buildexception here case the message could end being written loggers the loggers could have failed created due this failure ',positive
'experimentaltesting will removed ',positive
'xxx should instead make new protectiondomain with codesource corresponding containertouritourl and the same had ',positive
'this really irritating need way set stuff ',positive
'xxx all this convert source destination directory according weblogic standards can written better this too hacky ',positive
'silly hack avoid stack overflow ',positive
'access property tables this used support ant call and similar tasks should deprecated possible use better more efficient mechanism preserve the context ',positive
'xxx should throw exception instead ',positive
'temporary until figure better api ',positive
'there better way save the context this shouldnt delegate next its for backward compatibility only ',positive
'quick fix for antjava use property before initializing the project ',positive
'xxx should use jcvs wwwicecomjcvs instead command line execution that dont rely having native cvs stuff around ',positive
'two reasons are mentioned the api docs for filelist dir not directory this impossible wouldnt get here this case error occurred why doesnt throw exception then ',positive
'jakarta commons logging listener note not use the simplelog your logger implementation causes infinite loop since writes systemerr which ant traps and reroutes the loggerlistener layer the following names are used for the log for project events for target events for events individual targets all target and project names replace and with todo should use the advanced context logging features and expose them first todo this very inefficient switching the out and tracking the logs can optimized lot but may require few more changes the core since ant ',positive
'todo using taskname here brittle user could override this should probably modified use the classname instead ',positive
'these are pathological cases but retained case somebody subclassed ',positive
'this rather hairy case one our subclasses knows that need update the archive but the same time there are resources known that would need added only the subclass seems know whats going this happens jar detects that the manifest has changed for example the manifest not part any resources because our support for inline manifests invoke createemptyzip like ant did well loose all stuff that has been the original archive bugzilla report ',positive
'this deprecated use classespath the future ',positive
