class-att,fix,hack,should,todo,workaround
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,2.79607,0,0
1,0,0,0,2.524584,0
1,0,0,2.79607,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,3.940735,0,0,2.524584,0
1,3.940735,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,2.79607,2.524584,0
1,0,0,0,0,0
1,0,4.421188,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,4.421188,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,4.421188,0,0,0
1,0,0,2.79607,2.524584,0
1,3.940735,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,2.79607,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,3.940735,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,4.421188,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,2.79607,2.524584,0
1,0,0,2.79607,0,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,2.79607,2.524584,0
1,0,0,2.79607,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,4.421188,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,2.524584,0
1,0,0,0,0,0
1,3.940735,0,0,2.524584,0
1,0,0,0,2.524584,0
1,0,0,0,2.524584,0
