oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,1,1,1,1,1,1,/* TODO: MVW: Why is this not done in GEF? */
1,1,1,1,1,1,1,// TODO: This is a temporary crutch to use until all Figs are updated // to use the constructor that accepts a DiagramSettings object
1,1,1,1,1,1,1,// TODO: There is a cyclic dependency between SelectionRerouteEdge // and FigEdgeModelElement
1,1,1,1,1,1,1,// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.
1,1,1,1,1,1,1,// TODO: It's probably worthwhile to abstract and factor // this chooser and directory stuff. More file handling is // coming, I'm sure.
1,1,1,1,1,1,1,// TODO: complete this implementation - tfm
1,1,1,1,1,1,1,// TODO: This will vary based on the type of the TagDefinition
1,1,1,1,1,1,1,//setFontFamily("dialog"); /* TODO: Is this needed?*/
1,1,1,1,1,1,1,"/**     * TODO: Move this into the toolbar project.     */"
1,1,1,1,1,1,1,"/*     * TODO: This is a temporary method of making sure the model is updated     * on loss of focus of a combo box. In the long term we should attempt to     * update the model on each keypress.     *      * @see java.awt.event.FocusListener#focusLost(java.awt.event.FocusEvent)     */"
1,0,0,0,0,0,0,// These methods are based on the GraphEvents. These need replacing by // more specic meaningful requests of the diagram interface model
1,1,1,1,1,1,1,// TODO: All super constrcutors should take a GraphModel
1,1,1,1,0,1,1,// workaround for missing ability to parse "*"
1,1,1,1,1,1,1,// TODO: Needs to be tidied up after stable release. Graph model // should be created in constructor
1,1,1,1,0,1,1,// this is wrongly called with a null handle, // as a workaround we return an empty collection
1,1,1,1,1,1,1,// TODO: not navigable this direction? - tfm
1,1,1,1,1,1,1,// TODO: this doesn't look right - review - tfm
1,1,1,1,1,1,1,"/**     * @return the statemachine     *     * TODO: If this method is called by any of the Figs, it will introduce     * a dependency cycle.  It would be much better if they could just     * use {@link org.argouml.uml.diagram.ArgoDiagram#getOwner()} which does     * the same thing.     */"
1,1,1,1,1,1,1,// TODO: Need to clean up objectToId // (can we do it based on modelelement delete // notifications?)
