class-att,fix,hack,should,todo,workaround
1,0,0,2.428692,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,4.09973,0,0,0,0
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,3.217378,0
1,0,0,0,0,4.687032
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.428692,0,0
1,0,0,2.428692,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.428692,0,0
1,0,0,2.428692,0,0
1,4.09973,0,0,3.217378,0
1,0,0,0,3.217378,0
1,0,0,0,3.217378,0
1,0,0,2.428692,0,0
1,0,4.687032,0,0,0
1,0,0,0,0,0
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,0,4.687032
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.428692,3.217378,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.428692,0,0
1,0,4.687032,2.428692,3.217378,0
1,0,0,0,3.217378,0
1,0,0,2.428692,3.217378,0
1,0,0,0,0,4.687032
1,0,0,2.428692,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,4.687032,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,3.849386,0,0
1,0,0,0,3.217378,0
1,0,0,0,3.217378,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,2.428692,0,0
1,0,0,0,3.217378,0
1,0,0,0,3.217378,0
1,0,0,0,3.217378,0
1,0,0,0,3.217378,0
