oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,0,0,0,0,0,0,"/*			Implement String += value;			According to the JLS, value may be anything.			In BeanShell, we'll disallow VOID (undefined) values.			(or should we map them to the empty string?)		*/"
1,0,0,0,0,0,0,/* this should be before dockables are initialized */
1,0,0,0,0,0,0,// is this right?
1,0,0,0,0,0,0,// should we do this for both cases above?
1,0,0,0,0,0,0,// need to loosen this to any throwable... do we need to handle // that in interpreter somewhere?  check first...
1,0,0,0,0,0,0,// fucking GTK look and feel
1,0,1,1,0,1,1,"/*		Note: this implementation is temporary. We currently keep a flat		namespace of the base name of classes.  i.e. BeanShell cannot be in the		process of defining two classes in different packages with the same		base name.  To remove this limitation requires that we work through		namespace imports in an analogous (or using the same path) as regular		class import resolution.  This workaround should handle most cases 		so we'll try it for now.	*/"
1,0,0,0,0,0,0,// copy and paste from bsh/classpath/ClassManagerImpl.java...
1,0,0,0,0,0,0,// I wish I could make this "friendly" to only NameSpace
1,1,1,1,1,1,1,// undocumented hack to allow browser actions to work. // XXX - clean up in 4.3
1,0,0,0,0,0,0,// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in NameSpace getCommand() // is that ok?
1,0,0,0,0,0,0,// This should be per instance
1,0,0,0,0,0,0,// Can we use the proxy mechanism to cast a bsh.This to  // the correct interface?
1,0,0,0,0,0,0,// redundant with constructor
1,0,0,0,0,0,0,"/*		Issues to resolve here...		1) In which classloader should we define the class?		if there is a BshClassLoader should we define it there?		2) should we use reflection to set it in a non-bsh classloader		if there is one or should we always create a bsh classloader		(and expose its defineClass)?	*/"
1,0,0,1,0,1,1,// could refactor these a bit
1,0,1,0,0,0,0,"/*	Note: This class essentially just delegates most of its methods to its	parent.  The setVariable() indirection is very small.  We could probably	fold this functionality back into the base NameSpace as a special case.	But this has changed a few times so I'd like to leave this abstraction for	now.*/"
1,0,0,0,0,0,0,// simplified these settings a little...
1,0,0,0,0,0,0,"/*		Should check for strict java here and use isJavaAssignable() instead	*/"
1,0,0,1,0,1,1,// workaround for Swing rendering labels starting // with <html> using the HTML engine
1,0,0,0,0,0,0,// Look for a default invoke() handler method in the namespace // Note: this code duplicates that in This.java... should it? // Call on 'This' can never be a command
1,0,0,0,0,0,0,// this method is a nightmare
1,0,0,0,0,0,0,// ConsoleInterface // The interpreter reflexively implements the console interface that it  // uses.  Should clean this up by using an inner class to implement the // console for us.
1,0,1,1,0,1,1,// Case-insensitive fs workaround
1,0,0,0,0,0,0,"/*			Wrap nulls.			This is a bit of a cludge to address a deficiency in the class			generator whereby it does not wrap nulls on method delegate.  See			Class Generator.java.  If we fix that then we can remove this.			(just have to generate the code there.)		*/"
1,0,0,0,0,0,0,// switch eats a multi-level break here? // not empty statement
1,0,0,0,0,0,0,// Check for field on object  // Note: could eliminate throwing the exception somehow
1,0,1,0,0,0,0,// XXXX re-evaluate this // can getSuper work by itself now? // If we're a class instance and the parent is also a class instance // then super means our parent.
1,0,0,0,0,0,0,"/*		I wish protected access were limited to children and not also 		package scope... I want this to be a singleton implemented by various		children.  	*/"
1,0,0,0,0,0,0,// Imported full name wasn't found as an absolute class // If it is compound, try to resolve to an inner class.   // (maybe this should happen in the BshClassManager?)
1,0,0,0,0,0,0,"/*	Can't this be combined with run() ?	run seems to have stuff in it for interactive vs. non-interactive...	compare them side by side and see what they do differently, aside from the	exception handling.	*/"
1,0,0,0,0,0,0,// Null value is just a declaration // Note: we might want to keep any existing value here instead of reset
1,0,0,0,0,0,0,// Can this be factored out...?   // Should be be adding the L...; here instead?
1,0,0,0,0,0,0,"/* 							Catch the mismatch and continue to try the next							Note: this is innefficient, should have an 							isAssignableFrom() that doesn't throw 						*/"
1,0,0,0,0,0,0,// should use try/finally here to pop ns
1,0,0,0,0,0,0,"/*			Note: this could be made clearer by adding an inner class for the			cases and an object context for the child traversal.		*/"
1,1,1,1,1,1,1,// hack... sticking to first interpreter that resolves this // see comments on type instance variable
1,1,1,1,1,1,1,// Note: incorrect here - we are using the hack in bsh class // manager that allows lookup by base name.  We need to eliminate // this limitation by working through imports.  See notes in class // manager.
