oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,0,0,0,0,0,0,// this may be negative
1,0,1,1,1,1,1,// TODO: to be implemented
1,0,1,1,1,1,1,// TODO:  the subplot areas needs to be moved out of the plot into the plot //        state
1,0,0,1,1,1,1,//TODO: shift block down to bottom
1,0,1,1,1,1,1,// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.
1,0,0,1,1,1,1,// TODO: for now we are ignoring the height constraint
1,0,1,1,1,1,1,// first determine the size of the chart rendering area... // TODO workout insets for SWT
1,0,1,1,1,1,1,// TODO: implement properly
1,0,1,1,1,1,1,// TODO: this must be wrong...
1,0,0,1,1,1,1,// TODO: we didn't check the width yet
1,1,0,1,1,1,1,// hack to ensure the newly created awt fonts will be rendered with the // same height as the swt one
1,0,0,1,1,1,1,//TODO: shift block right by half
1,0,1,1,1,1,1,// FIXME: need a locale as well as a timezone
1,0,1,1,1,1,1,//TODO: shift block over to right
1,0,0,0,0,0,0,// do we need to update the crosshair values?
1,0,1,1,1,1,1,// TODO find a better localization key
1,0,1,1,1,1,1,// TODO:  this attribute should be transferred to the renderer state.
1,0,1,1,1,1,1,// FIXME: implement this, low priority
1,0,1,1,1,1,1,// FIXME: the XYItemRenderer interface doesn't specify the // getAnnotations() method but it should
1,0,0,0,0,0,0,// defer argument checking...
1,1,1,1,1,1,1,// calculate the adjusted data area taking into account the 3D effect... // this assumes that there is a 3D renderer, all this 3D effect is a // bit of an ugly hack...
1,0,0,1,1,1,1,// TODO:  add constructors for combinations of number and date formatters.
1,0,1,1,1,1,1,// TODO: move to plot state
1,0,0,0,0,0,0,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
1,0,0,0,0,0,0,// defer argument checking
1,0,1,1,1,1,1,//FIXME we should really assert a value here
1,0,0,0,0,0,0,// TO DO:  these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);
1,0,1,1,1,1,1,//FIXME we should really assert a value
1,0,1,0,0,0,0,// not strictly necessary, since the // renderer set for the // parent plot is not used
1,0,1,1,1,1,1,// TODO : complete this
1,0,0,1,1,1,1,// TODO: fix output when this flag is set to true
1,0,0,1,1,1,1,// TODO:  move the above to the plot state
1,0,1,1,1,1,1,// FIXME:  this code means that it is not possible to use more than // one domain axis for the combined plots...
1,0,0,1,0,1,1,// end of workaround
1,0,0,1,1,1,1,// TODO: could change this to itemFillPaint().  For backwards // compatibility, it might require a useFillPaint flag.
1,0,0,0,0,0,0,// a redraw should NOT trigger another change event
1,0,0,0,0,0,0,// unused in parent
1,0,1,1,1,1,1,// TODO: In JFreeChart 1.2.0, put this method in the // CategoryItemRenderer interface
1,0,0,1,1,1,1,// TODO: rotate the image when drawn with horizontal orientation?
1,0,1,1,1,1,1,// TODO: implement this properly
1,0,1,1,1,1,1,// FIXME: this should generate a series change event
1,0,1,1,1,1,1,// CREATE ENTITIES // FIXME:  these methods should be defined
1,0,1,1,1,1,1,// FIXME: the renderer interface doesn't have the drawDomainLine() // method, so we have to rely on the renderer being a subclass of // AbstractXYItemRenderer (which is lame)
1,0,1,1,1,1,1,// FIXME: this attribute is not used - deprecate?
1,0,1,1,1,1,1,// TODO: by coding the event with some information about what changed // in the dataset, we could make the recalculation of the interval // more efficient in some cases (for instance, if the change is // just an update to a y-value, then the x-interval doesn't need // updating)...
1,0,0,0,0,0,0,// the method we want isn't in the CategoryItemRenderer // interface...
1,0,1,1,1,1,1,// FIXME: what if value is null on next line?
1,0,1,1,1,1,1,// TODO:  this needs to move into the renderer state
1,0,1,1,1,1,1,//TODO: implement this method properly
1,1,0,1,1,1,1,// hack to ensure the newly created swt fonts will be rendered with the // same height as the awt one
1,0,0,0,0,0,0,// unused but must return something, so while we are at it...
1,0,1,1,1,1,1,// FIXME: perhaps we should clone the data list
1,0,1,0,0,0,0,// if we are rendering the values as percentages, we need to calculate // the total for the current item.  Unfortunately here we end up // repeating the calculation more times than is strictly necessary - // hopefully I'll come back to this and find a way to add the // total(s) to the renderer state.  The other problem is we implicitly // assume the dataset has no negative values...perhaps that can be // fixed too.
1,0,1,0,0,0,0,// Note: It would be nice to pre-calculate this per series
1,0,0,0,0,0,0,// we assume that all other Paint instances implement equals() and // hashCode()...of course that might not be true, but what can we // do about it?
1,0,1,1,1,1,1,// FIXME: use other fields too
1,0,1,1,1,1,1,// all attributes are immutable, so we can just return the super.clone() // FIXME: in fact, the generator itself is immutable, so cloning is // not necessary
1,0,0,0,0,0,0,// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod
1,1,0,0,0,0,0,// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else).
1,0,1,1,1,1,1,// TODO: URLEncode?
1,0,1,1,1,1,1,// TODO Revert to SVN revision 2469 in JFreeChart 1.0.16 //      (MultipleGradientPaint's / JDK issues) // TODO THEN: change visibility of ALL darker(...) Methods EXCEPT //      darker(Paint) to private!
1,0,1,1,1,1,1,//TODO replace getSize by getBounds ?
1,0,0,1,1,1,1,// TODO: check threshold
