oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,0,1,1,1,1,1,// TODO factor up into GenBaseImpl //
1,0,0,0,0,0,0,// EATM Call the deprecated method which does the same thing  // but might have an override in older code.
1,0,1,0,0,0,0,// Unused?
1,0,1,1,1,1,1,// TODO factor up into GenBaseImpl? //
1,0,0,1,0,1,1,// call workaround
1,0,1,1,1,1,1,// TODO deprecate (since getPluginClass() is no longer called) //
1,0,0,0,0,0,0,// Ensure that this race condition is thread safe; it doesn't matter who wins the race. //
1,0,1,1,1,1,1,// TODO // This assumes we only get a SET notification, which isn't a good assumption. //
1,0,0,0,0,0,0,//DMS handle this well.
1,0,0,1,0,1,1,//FB TBD can we come up with a better algorithm for choosing the default label feature?
1,0,1,0,0,0,0,//DMS should we let this exception out?
1,0,0,0,0,0,0,//DMS What if Eclipse is running, but an invalid facade has been specified?  We still should format code, use encoding,...
1,0,0,1,0,1,1,//DMS  Do a better job with specific exceptions? Just use chained RuntimeExceptions?
1,0,1,1,0,1,1,// If the delegate URI can be handled as a file,  // we'll hope that renaming it will be really efficient. //
1,0,1,1,0,1,1,//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));
1,0,1,0,0,0,0,// Assume that it's an attribute for now. // It will/could become a reference if the type resolves to an EClass. //
1,0,0,0,0,0,0,// Do nothing for now, and avoid propagating the exception.   // How should builders handle cancel?
1,0,0,0,0,0,0,// this is a fall-back, however, this should never be called
1,0,1,1,1,1,1,// TODO fix the space above
1,0,1,1,1,1,1,// TODO REMOVE THIS BOGUS EMPTY LINE
1,0,1,1,1,1,1,// TODO handle class cast exception better.
1,0,1,0,0,0,0,// I don't know if we should be run this deferred  // because we might have to give the editor a chance to process the viewer update events  // and hence to update the views first. //  //
1,1,1,1,1,1,1,// This is a big festering hack to make the images the right size from the start. //
1,0,0,0,0,0,0,// EATM Demand create metadata; needs to depend on processing mode...
1,0,1,1,1,1,1,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!
1,0,0,0,0,0,0,//TBD return (user selected subset?) of referenced packages that contain super classes of classes in this package.
1,0,1,1,0,1,1,// call the workaround
1,0,0,0,0,0,0,// //TBD rethink where exactly some of the following methods belong (GenModel or GenPackage) //
1,0,0,0,0,0,0,// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration
