oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,0,1,1,1,1,1,//  FIXME: probably this should also be integrated with isSame() logics 
1,0,1,0,0,0,0,//  Wait for t1 to block, just be sure. Not ideal... 
1,0,0,0,0,0,0,// HIVE-17328: not sure this is correct... I don't think is gets wrapped in UDFToInteger.... 
1,0,0,0,0,0,0,//  We expect this to never happen in practice. Can pool paths even have angled braces? 
1,0,1,0,1,1,1,//  TODO: This does not work correctly. None of the partitions is created, but the folder   for the first two is created. It is because in HiveMetaStore.add_partitions_core when   going through the partitions, the first two are already put and started in the thread   pool when the exception occurs in the third one. When the exception occurs, we go to   the finally part, but the map can be empty (it depends on the progress of the other   threads) so the folders won't be deleted.      Assert.assertFalse(metaStore.isPathExists(new Path(tableLocation + "/year=2016"))); 
1,0,1,1,1,1,1,//  TODO: remove this after stashing only rqd pieces from opconverter 
1,0,0,1,1,1,1,//  TODO: should we try to make a giant array for one cache call to avoid overhead? 
1,0,0,0,0,0,0,//  Forward the row to reducer as is.   Discard the row.   Vectorized - may forward the row, not sure yet. 
1,0,0,1,1,1,1,//  7. Handle any move session requests. The way move session works right now is   a) sessions get moved to destination pool if there is capacity in destination pool   b) if there is no capacity in destination pool, the session gets killed (since we cannot pause a query)   TODO: in future this the process of killing can be delayed until the point where a session is actually required.   We could consider delaying the move (when destination capacity is full) until there is claim in src pool.   May be change command to support ... DELAYED MOVE TO etl ... which will run under src cluster fraction as long 
1,0,0,0,0,0,0,//  Not thread-safe. 
1,0,0,1,0,1,1,// it would be better if AlreadyExistsException had an errorCode field.... 
1,0,1,1,1,1,1,//  TODO: this can probably be replaced with much less code via dynamic dispatch and/or templates. 
1,0,1,1,1,1,1,//  TODO Handle this properly 
1,0,1,1,1,1,1,//  TODO: Do we need maxLength checking? 
1,0,1,1,1,1,1,//  TODO: prewarm and update can probably be merged. 
1,0,0,0,0,0,0,//  @deprecated in favour of {@link HCatTable.#getTblProps()}. To be removed in Hive 0.16. 
1,0,0,0,1,1,1,//  TODO: disabling this test as tez publishes counters only after task completion which will cause write side counters   to be not validated correctly (DAG will be completed before validation)    @Test(timeout = 60000) 
1,0,0,1,1,1,1,//  TODO: might want to increase the default batch size. 1024 is viable; MS gets OOM if too high. 
1,0,1,1,1,1,1,//  TODO: remove when averageTypeValueSize method RelMdSize 
1,0,0,0,0,0,0,//  We store all caches in variables to change the main one based on config.   This is not thread safe between different split generations (and wasn't anyway). 
1,0,1,1,1,1,1,//  $x/$user/appcache/$appId/${dagId}/output/$mapId   TODO: Once Shuffle is out of NM, this can use MR APIs to convert   between App and Job 
1,0,1,1,1,1,1,// todo: does this need the finalDestination? 
1,0,1,1,1,1,1,//  todo: add LIMIT 1 instead of count - should be more efficient 
1,0,1,1,1,1,1,/*      * TODO: client.executeStatement do not support listing resources command     * (beeline> list jar)      */
1,0,1,0,0,0,0,//  Note: scheduler will call this based on lack of sources at schedule time and set this         to true... there's no easy way to work around this. Need better classes 
1,0,1,1,1,1,1,//  TODO: will this also fix windowing? try 
1,0,0,0,0,0,0,//  but let's make it a little bit more explicit. 
1,0,1,0,1,1,1,//  TODO: This should inherit from VolcanoCost and should just override isLE   method. 
1,0,1,1,1,1,1,//  TODO: 1) check for duplicates 2) We assume in clause values to be   present in NDV which may not be correct (Range check can find it) 3) We   assume values in NDV set is uniformly distributed over col values   (account for skewness - histogram). 
1,0,1,1,1,1,1,//  TODO: if we didn't care about the column order, we could switch join sides here 
1,0,1,1,1,1,1,//  TODO: we could remember if it's unsupported and stop sending calls; although, it might         be a bad idea for HS2+standalone metastore that could be updated with support.         Maybe we should just remember this for some time. 
1,0,0,0,0,0,0,//  @deprecated in favour of {@link HCatTable.#location(String)}. To be removed in Hive 0.16. 
1,0,1,1,1,1,1,//  TODO: why is this like that? 
1,0,1,1,1,1,1,/*  TODO Escape handling may be changed by a follow on.     * The largest issue is ; which are treated as statement     * terminators for the cli. Once the cli is fixed this     * code should be re-investigated      */
1,0,0,0,0,0,0,//  Delete data?   Fail if table doesn't exist?   Need results back? 
1,0,1,0,1,1,1,//  TODO: This does not work correctly. None of the partitions is created, but the folder   for the first two is created. It is because in HiveMetaStore.add_partitions_core when   going through the partitions, the first two are already put and started in the thread   pool when the exception occurs in the third one.   When the exception occurs, we go to the finally part, but the map can be empty   (it depends on the progress of the other threads) so the folders won't be deleted.   Assert.assertTrue(metaStore.isPathExists(new Path(partition1.getSd().getLocation())));   Assert.assertTrue(metaStore.isPathExists(new Path(partition2.getSd().getLocation())));   Assert.assertTrue(metaStore.isPathExists(new Path(partition3.getSd().getLocation()))); 
1,0,1,0,0,0,0,//  Note: we assume that this isn't an already malformed query;         we don't check for that here - it will fail later anyway. 
1,0,1,1,1,1,1,//  TODO - not clear if we should cache these or not.  For now, don't bother 
1,0,1,1,1,1,1,//  TODO: this needs to be removed; see TestReplicationScenarios* comments. 
1,0,0,0,0,0,0,// BUG: This will not work in remote mode - HIVE-5153 
1,0,1,1,1,1,1,//  TODO Change this method to make the output easier to parse (parse programmatically) 
1,0,1,1,1,1,1,//  TODO: remove? 
1,0,0,0,0,0,0,//  Wouldn't it make more sense to return the first element of the list returned by the   previous call? 
1,0,0,1,0,1,1,//  a better logic would be to find the alias 
1,0,0,0,0,0,0,//  we need to enforce the size here even the types are the same 
