@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data

'for now use the same renderer everyone else future change this use new instance renderer for this data type ',positive
'jason need these ',positive
'for now use the same renderer everyone else future change this use new instance renederer for this data type ',positive
'bad converting url file this way problematic when the file path contains spaces ',positive
'jason remove ',positive
'hear evil see evil ',positive
'when tried using length for longvarbinary that the max length the source records get the following exception exception condition data exception string data right truncation tried bit varying with data that had max length its back maximum length hardcoded for now bit varyingl ',positive
'jason need these ',positive
'jason need this getsqlpanelselected ',positive
'set the property values note this may have already been done another instance this datatype created handle different column ',positive
'multiple rows not good ',positive
'extract this out into class like ',positive
'there any way check for invalid input valid input includes least any printable character but could also include unprintable characters ',positive
'cast not nice but framework doesnt meet new requirements ',positive
'endkludge ',positive
'jason should part status bar ',positive
'getridofthis ',positive
'dont call super packing this frame causes problems ',positive
'note some dbmss such oracle not allow select rowid from table you cannot have any column name the columns clause you have there aliasing the table name seems the best way get around the problem ',positive
'are displaying new dataset there was cell editor operation tell cancel how does this impact popup display ',positive
'kludge want some info about the columns available for validating the user input during cell editing operations ideally would get that info inside the resultsetdataset class during the creation the columndefinition objects using various functions resultsetmetadata such isnullableidx unfortunately least some dbmss postgres hsdb the results those calls are not the same and are less accurate than the call used columnstab get the column info even more unfortunate the fact that the set attributes reported the two calls not the same with the resultsetmetadata listing things not provided getcolumns most the data provided the resultsetmetadata calls correct however the nullablenotnullable property not set correctly least two dbmss while correct for those dbmss the getcolumns info therefore collect the collumn nullability information from getcolumns and pass that info the resultset override what got from the resultsetmetadata ',positive
'the following only works returns and instanceof basemdiparentframe returns and instance dialog frame then other code must used ',positive
'need somehow call something like panel getpanel however that doesnt apply when the user exporting from the table contents table there needs more generic way this for all tables containing data that exported where some the fields contain placeholders for now just inform the user and let them either continue abort and change the configuration manually rerun the query reload the table data and reexport ',positive
'split these functions off into subclass basefavouriteaction ',positive
'this refactoring depends the following api methods getcreatetablesql ',positive
'should probably create own table model but being bit slack ',positive
'here dont completely understand how these types are used all databases and havent yet had time implement support the dialects for them this exclude list will keep these less commonly used types from failing the test also since not all these types appear java and currently support compiling the code base with use the integer values for new types that were introduces java rather than the type constant name ',positive
'copied from java doc matcherreplaceall note that backslashes and dollar signs the replacement string may cause the results different than were being treated literal replacement string dollar signs may treated references captured subsequences described above and backslashes are used escape literal characters the replacement string ',positive
'this weird dont set this the column header doesnt line with the column contents ',positive
'required otherwise gets too wide ',positive
'for now use the same renderer everyone else future change this use new instance renderer for this data type ',positive
'this refactoring depends the following dialect api methods getupdatesql ',positive
'for pointbase type maps pointbase blob and the size isnt valid requires size for blobs then set something reasonably large like the default size size specified thats practically useless ',positive
'silently ignore what could anyway ',positive
'this bit hard coded but use scale here some number displays crazy ',positive
'check the error stream for problem this bit questionable since possible for processes output something stderr but continue processing but without this some problems are not seen bad argument type messages from the process ',positive
'desired get fancy and use icons buttons instead text ',positive
'work around some utc and daylight saving offsets ',positive
'there any way check for invalid input valid input includes least any printable character but could also include unprintable characters ',positive
'this logically not sufficent try cope with the problem that there are the following contradictory rules the jdbc api doc this method should called only once per result this method should called only once per result there are more results when the following true getmoreresults getupdatecount getmoreresults returns false dont know have more results only know that isnt result set since called getupdatecount before getmoreresults because would like know the update count the first result might not allowed call getupdatecount again the intersystems cache driver for example always returns the same updatecount simple insert update delete statements not matter getmoreresults was called updatecount never gets and this will loop forever when discussed the issue with the intersystems people they just told not call getupdatecount twice that simple hope that this will cure problems with dbs that just dont care for multiple result sets ',positive
'the call here the result desperate fight find place where the components the split had not height someone knows better way please tell ill apreciate any advice ',positive
'the following ugly conversion from text byte necessary because the byte class inconsistant when asked output hex does unsigned byte but when asked read back the same thing using the hex radix insists that the input must signed get around this upsize the conversion integer then truncate that byte and finally convert the byte byte yech ',positive
'this should just bring back one table hope ',positive
'handle mouse events for doubleclick creation popup dialog this happens only the jtextfield not the jtextarea can make this inner class within this method rather than separate inner class done with the keytexthandler class ',positive
'dont use tinyint for now even though mckoi supports its notion tinyint bit not bit not compatible with other dbs and leads overflow resulting negative values which are corruption the actual value insertedupdated this not great workaround filed bug report the mailing list hopefully will get fixed soon ',positive
'appropriate datatype for this column the best can with what know this may not the best behavior here ',positive
'this workaround for what looks like bug syntax error qualify with the schema the new table name but not the old alter table rename the second public apparently not currently valid thing ',positive
'skip formatting for stored procedures they can have comments embedded them and presently not sure how the formatter handles this ',positive
'need tell object display itself panel ',positive
'all the following have been converted use the datatype objects why not just have case typesnull and default this seems pointless rmm ',positive
'need associate panel with object type somehow ',positive
'cse moved this code down here fix repaint problems first display bounds should set before install uninstall the old popup from root pane and install the new one even case they are the same objects its necessary cover the workspace switches etc ',positive
'discovered that the loginame field can null that case how know have the correct view ',positive
'best guess read object this probably the wrong thing here but dont know what else try ',positive
'this bit hard coded but use scale here some number displays crazy ',positive
'jason make menu smarter when second window for the same session added create hierarchical menu for all windows for the session ',positive
'for some reason when the oracle plugin adds details tabs for triggers the tabpnls first tab ends being the trigger details tab and not the generic database object info tab this causes the tabs length tab greater than the tabs that are actually the tabpnl this throws off the selection such that the tab selected the tab panel doesnt get rendered until the tab the right the selected tab selected this workaround for this problem until can determine why the never makes into the tabpnl the first place ',positive
'the following workaround for the problem mac where the apple laf delegates the swing popup factory but then tries set alpha the underlying cocoa window which will always null youre using jgoodies see this has effect linuxwindows ',positive
'coldefs not same order search for matching coldef entry note linear search here will normally not too bad because most tables not have huge numbers columns ',positive
'this info merely placeholder the tree that can use get index name and parent name more easily probably should create indexcolumninfo that has this extra info ',positive
'workaround for this driver which must have dbo for schema the jconnect family drivers appears not affected and can accept null schema which necessary find tables other schemas within the same catalog similarly jtds doesnt require this yet doesnt return nondbo schema tables unfortunately ',positive
'endkludge ',positive
'win mnemonics are normally hidden make them visible you press the alt key under the windows pressing alt may not work this code workaround see bug report for more information ',positive
'workaround for bug which means must use dbo for schema ',positive
'unfortunately need remove the exising tree table component and create new one due limitations with replacing models the existing sun implementation why earth they couldnt formalise the tree table example jfc which use bit more anyones guess ',positive
'this could perhaps more elegantly done recursion ',positive
'uses java classes that implement the trigger interface operate database tables rows when action triggers them therefore there currently way access the source for trigger hopefully this will change some point the future new triggersourcetabthe source the trigger ',positive
